gene_name,0x58_rep2_state1,0x58_rep3_state1,0x58_rep2_state2,0x58_rep3_state2,0x58_rep2_state3,0x58_rep3_state3,0x58_rep2_state4,0x58_rep3_state4,0x58_rep2_state5,0x58_rep3_state5,0x58_rep2_state6,0x58_rep3_state6,0x58_rep2_state7,0x58_rep3_state7,0x58_rep2_state8,0x58_rep3_state8,0x58modified_state3,Control_rep1,Control_rep2
asr_locusTag_ECDH10B_1730,4,21,4,13,25,38,14,67,61,23,57,32,27,31,76,69,8,7,25
astA_locusTag_ECDH10B_1885,7,9,12,14,62,21,33,53,32,18,43,10,17,2,59,12,10,32,40
astB_locusTag_ECDH10B_1883,16,35,27,16,87,33,41,98,46,12,50,28,31,20,45,21,10,36,61
astC_locusTag_ECDH10B_1886,17,44,24,30,107,49,41,118,55,29,71,19,41,19,114,26,9,39,62
astD_locusTag_ECDH10B_1884,19,26,24,10,105,36,36,97,68,20,51,19,42,18,76,20,3,37,60
astE_locusTag_ECDH10B_1882,11,17,6,8,37,12,25,43,25,11,14,18,12,3,23,6,0,13,25
atoA_locusTag_ECDH10B_2380,0,2,0,2,2,2,0,3,2,3,0,1,0,0,0,0,0,0,2
atoB_locusTag_ECDH10B_2382,5,19,2,9,5,9,9,32,15,13,8,6,9,10,19,16,2,5,23
atoC_locusTag_ECDH10B_2378,20,421,23,239,58,157,36,478,113,202,89,220,62,214,121,208,0,45,422
atoD_locusTag_ECDH10B_2379,0,8,2,2,1,3,1,5,0,6,0,1,0,1,3,2,0,2,2
atoE_locusTag_ECDH10B_2381,0,14,0,7,4,2,2,5,7,7,2,5,0,3,6,0,4,1,10
atoS_locusTag_ECDH10B_2377,7,168,14,102,34,75,18,289,57,119,51,106,38,115,154,230,2398,52,425
atpA_locusTag_ECDH10B_3921,17121,68350,14189,34676,22369,26025,12281,66099,31445,22592,22049,20261,7856,15273,27914,15039,414,21812,72491
atpB_locusTag_ECDH10B_3925,3987,12396,3426,5469,5249,4431,2094,10319,5290,3949,3763,2656,1547,2392,4418,2590,193,3416,7195
atpC_locusTag_ECDH10B_3918,1557,6373,1119,3666,1855,2079,1521,4900,2941,2125,2157,1612,626,1292,2935,1247,1791,1839,5813
atpD_locusTag_ECDH10B_3919,14231,50702,11696,24938,21036,18986,10186,51218,24489,15926,18230,12868,7167,9660,23811,10180,294,19993,60205
atpE_locusTag_ECDH10B_3924,2797,9543,1839,5010,3262,5174,1605,9657,3688,3798,2928,3484,1425,2667,3097,2758,407,4279,9280
atpF_locusTag_ECDH10B_3923,2890,13380,2763,7624,5197,6036,2412,14843,6581,4031,4099,3431,1935,2550,5402,3616,779,5204,12028
atpG_locusTag_ECDH10B_3920,5827,19627,5058,9353,8348,8111,5052,19791,9202,6095,6523,5243,2562,3886,9607,4469,256,6230,19671
atpH_locusTag_ECDH10B_3922,2252,7637,2280,4428,3311,3078,1861,8040,3410,2887,2531,2290,1079,2112,3284,2024,59,2666,6723
atpI_locusTag_ECDH10B_3926,460,1305,436,581,577,499,330,1342,759,546,651,360,287,350,767,351,140,405,845
avtA_locusTag_ECDH10B_3753,984,3176,931,1570,1504,1125,786,2553,2247,953,1827,841,768,713,2208,802,1,936,2060
azoR_locusTag_ECDH10B_1538,12,65,37,89,32,19,27,154,70,90,50,42,15,47,80,47,24,95,300
bacA_locusTag_ECDH10B_3232,269,619,199,426,365,335,168,744,429,300,401,218,197,153,603,216,15,308,546
baeR_locusTag_ECDH10B_2231,37,243,54,100,103,92,66,234,220,134,184,94,68,102,290,142,4,57,211
baeS_locusTag_ECDH10B_2230,13,37,19,25,34,25,10,43,62,25,58,14,24,22,65,24,56,30,43
barA_locusTag_ECDH10B_2954,175,631,206,389,391,373,197,972,600,326,462,248,242,249,694,335,6,153,514
basR_locusTag_ECDH10B_4305,43,190,35,105,106,88,41,217,179,98,162,113,113,97,328,133,24,90,205
basS_locusTag_ECDH10B_4304,104,352,104,164,194,183,93,388,417,166,411,159,211,150,700,219,62,125,310
bax_locusTag_ECDH10B_3751,624,1479,315,474,484,431,208,879,775,624,397,368,230,209,635,256,59,245,607
bcp_locusTag_ECDH10B_2646,314,1684,286,902,641,845,341,2136,849,638,797,470,288,341,884,475,38,345,1210
bcr_locusTag_ECDH10B_2340,225,484,250,257,420,244,206,513,748,306,539,244,324,194,812,257,8,174,301
bcsA_locusTag_ECDH10B_3710,76,207,51,102,57,50,38,146,112,69,104,63,23,36,97,41,14,87,157
bcsB_locusTag_ECDH10B_3709,47,196,57,113,73,52,45,135,117,55,100,51,46,29,129,55,20,77,222
bcsC_locusTag_ECDH10B_3707,133,411,121,221,230,176,101,398,262,190,201,121,104,101,275,120,5,194,415
bcsF_locusTag_ECDH10B_3714,19,145,34,66,50,55,30,130,45,25,55,44,16,21,60,33,21,36,128
bcsG_locusTag_ECDH10B_3715,208,973,199,589,309,337,172,822,333,246,289,194,123,112,304,108,3,181,762
bcsZ_locusTag_ECDH10B_3708,17,68,22,34,28,20,21,55,45,17,35,24,28,16,46,23,0,28,63
bdm_locusTag_ECDH10B_1612,9,12,3,8,2,6,0,43,1,12,0,6,1,9,3,8,15,1,32
betA_locusTag_ECDH10B_0298,136,272,87,148,116,70,50,207,126,63,91,55,41,41,101,37,18,177,285
betB_locusTag_ECDH10B_0299,132,404,112,177,98,121,45,226,151,77,88,59,47,47,97,48,10,176,280
betI_locusTag_ECDH10B_0300,76,152,48,69,66,43,25,91,62,21,26,34,32,13,45,20,15,72,96
betT_locusTag_ECDH10B_0301,270,458,155,170,130,85,69,228,166,74,119,70,54,38,102,57,2,130,178
bet_locusTag_ECDH10B_1319,6,19,8,14,10,10,5,23,31,8,11,9,9,10,26,10,13,14,19
bfd_locusTag_ECDH10B_3512,39,55,36,41,62,53,44,138,142,72,158,132,52,111,178,198,16,48,70
bfr_locusTag_ECDH10B_3511,96,342,120,217,206,172,101,428,292,199,229,149,102,142,370,165,75,170,443
bglA_locusTag_ECDH10B_3075,431,2312,439,1332,1243,1266,582,3415,1761,1791,1546,1258,858,1216,2409,1554,0,680,2652
bglB_locusTag_ECDH10B_3908,5,12,4,9,6,4,3,8,12,6,13,4,3,3,20,4,0,1,17
bglF_locusTag_ECDH10B_3909,3,18,2,3,1,8,2,19,7,10,3,5,4,5,3,10,1,2,21
bglG_locusTag_ECDH10B_3910,6,23,8,5,4,5,1,8,16,10,15,5,7,4,14,8,0,1,7
bglH_locusTag_ECDH10B_3907,6,18,3,7,3,5,0,15,8,5,8,6,2,2,6,5,0,6,9
bglJ_locusTag_ECDH10B_4522,4,16,1,9,5,6,4,25,7,16,8,12,5,8,24,4,50,4,24
bglX_locusTag_ECDH10B_2288,326,1928,228,1012,692,908,300,2208,935,808,743,682,344,563,952,615,128,518,1571
bioA_locusTag_ECDH10B_0842,757,1461,661,649,1091,830,553,2011,1171,685,955,573,385,513,1290,713,287,738,1100
bioB_locusTag_ECDH10B_0843,1952,6822,1666,3293,2197,2819,1821,6977,3736,2125,3082,1866,1429,1303,3286,1543,77,2868,5712
bioC_locusTag_ECDH10B_0845,597,1266,496,588,694,556,377,1158,949,388,702,255,247,182,855,177,108,588,980
bioD_locusTag_ECDH10B_0846,659,1430,511,654,908,549,440,1271,1108,289,812,243,280,153,1017,185,217,597,1169
bioF_locusTag_ECDH10B_0844,1991,3930,1536,2008,2387,1761,1092,3747,2841,1269,1989,946,887,616,2154,710,16,2148,3016
bioH_locusTag_ECDH10B_3587,107,481,118,243,248,205,99,490,374,265,261,204,176,152,368,215,1844,174,416
bipA_locusTag_ECDH10B_4061,11095,25660,9101,12712,18705,10803,10405,27201,29177,12483,20652,8755,9408,7998,30183,8345,21,10197,21346
birA_locusTag_ECDH10B_4162,266,741,225,367,399,344,217,776,752,377,463,304,273,270,644,276,14,279,462
bisC_locusTag_ECDH10B_3730,358,1242,291,643,214,261,100,584,262,163,193,147,61,90,220,107,4,346,1184
blc_locusTag_ECDH10B_4344,21,89,31,76,37,71,31,216,36,45,77,42,31,38,88,63,33,59,183
bolA_locusTag_ECDH10B_0391,146,1135,152,632,348,510,177,1726,440,420,462,537,283,502,660,596,0,193,1100
borD_locusTag_ECDH10B_0515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
borD_locusTag_ECDH10B_0623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0
brnQ_locusTag_ECDH10B_0357,664,1558,581,812,904,590,524,1409,1747,975,1369,781,572,730,2060,978,2,822,1450
bssR_locusTag_ECDH10B_0905,15,1604,27,902,33,363,19,1581,45,236,36,201,13,151,69,299,8,214,3800
bssS_locusTag_ECDH10B_1131,59,607,47,389,79,257,33,618,122,196,97,190,41,166,178,265,142,53,968
btuB_locusTag_ECDH10B_4155,979,4052,913,1876,1903,1584,859,4261,3222,2086,2561,1905,1228,1505,3468,1781,14,1157,4141
btuC_locusTag_ECDH10B_1847,88,243,51,115,156,89,63,293,230,171,182,114,105,131,351,131,10,99,252
btuD_locusTag_ECDH10B_1845,75,248,57,116,118,102,48,244,128,85,151,78,83,63,174,103,17,83,185
btuE_locusTag_ECDH10B_1846,74,297,82,208,204,187,121,518,237,180,204,127,116,125,322,194,7,99,289
btuF_locusTag_ECDH10B_0138,55,126,44,49,78,59,45,88,160,66,122,54,59,40,203,69,12,65,115
btuR_locusTag_ECDH10B_1385,67,300,57,152,149,177,57,444,195,179,187,175,88,153,271,213,0,80,270
cII_locusTag_ECDH10B_1330,0,4,1,2,2,3,0,9,4,6,2,3,0,2,5,1,22,2,0
cI_locusTag_ECDH10B_1328,156,978,150,611,296,520,143,1437,421,539,377,435,258,515,467,649,1,321,1364
cadA_locusTag_ECDH10B_4324,6,29,8,8,9,9,4,34,29,13,14,10,11,6,23,14,0,16,23
cadB_locusTag_ECDH10B_4325,1,8,3,7,3,2,2,15,14,6,1,5,1,3,12,2,20,4,11
cadC_locusTag_ECDH10B_4326,68,315,74,224,122,128,36,317,82,72,60,57,17,43,59,67,8,50,207
caiA_locusTag_ECDH10B_0040,33,142,21,74,42,52,28,113,60,77,38,49,25,35,76,38,7,39,174
caiB_locusTag_ECDH10B_0039,25,108,15,48,31,41,19,71,43,22,35,24,21,22,47,32,2,27,91
caiC_locusTag_ECDH10B_0038,15,73,15,37,29,32,9,41,37,26,24,11,7,14,35,21,0,11,58
caiD_locusTag_ECDH10B_0037,2,8,0,5,3,3,3,5,5,3,2,1,0,2,2,1,0,7,11
caiE_locusTag_ECDH10B_0036,2,12,3,8,7,2,0,16,4,5,9,1,1,4,5,7,0,4,14
caiF_locusTag_ECDH10B_0035,6,71,1,32,5,18,3,29,16,22,17,24,2,16,24,15,2,17,130
caiT_locusTag_ECDH10B_0041,4,27,4,13,4,13,2,17,9,14,12,5,5,7,15,14,264,6,29
can_locusTag_ECDH10B_0106,1483,4389,1076,2126,2887,2108,1445,4695,3282,1546,3174,1559,1185,1205,4227,1421,7,1291,1944
carA_locusTag_ECDH10B_0033,80,665,68,410,160,568,81,1206,510,459,352,445,225,497,758,511,25,102,358
carB_locusTag_ECDH10B_0034,189,1581,117,908,491,1214,263,2633,1663,1304,1373,1041,853,1270,2828,1264,0,265,884
cbl_locusTag_ECDH10B_2131,4,19,3,12,11,4,4,38,27,16,23,9,18,12,44,11,9,5,24
cbpA_locusTag_ECDH10B_1072,40,297,47,241,83,163,76,426,131,142,130,90,63,121,213,130,1,78,445
cbpM_locusTag_ECDH10B_1071,11,108,13,48,31,52,13,110,40,34,42,30,14,16,58,32,4,20,120
cbrC_locusTag_ECDH10B_3904,23,117,21,57,23,32,16,106,32,36,26,25,7,15,35,20,96,16,112
cca_locusTag_ECDH10B_3231,500,1352,353,677,867,587,412,1471,1427,793,1193,576,725,575,1632,732,0,588,1215
cchA_locusTag_ECDH10B_2622,5,13,4,3,4,4,4,17,13,5,4,5,2,7,20,11,0,0,9
cchB_locusTag_ECDH10B_2621,1,4,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
ccmA_locusTag_ECDH10B_2358,11,203,14,122,38,33,8,89,27,53,21,32,10,31,56,33,0,36,228
ccmB_locusTag_ECDH10B_2357,9,28,8,24,0,11,0,36,18,17,14,10,6,7,24,21,2,15,63
ccmC_locusTag_ECDH10B_2356,22,174,12,68,31,48,17,123,35,40,47,54,36,45,56,47,0,32,213
ccmD_locusTag_ECDH10B_2355,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ccmE_locusTag_ECDH10B_2354,8,61,9,36,5,22,6,40,13,11,13,15,8,9,11,8,2,5,72
ccmF_locusTag_ECDH10B_2353,29,473,40,180,57,97,34,237,85,109,73,69,41,55,88,67,0,42,290
ccmG_locusTag_ECDH10B_2352,7,37,4,18,5,14,3,26,17,13,16,7,4,4,19,7,2,4,21
ccmH_locusTag_ECDH10B_2351,33,166,32,84,42,57,22,124,84,48,70,29,43,26,109,40,16,38,125
cdaR_locusTag_ECDH10B_0142,153,413,105,205,262,312,101,912,358,365,297,274,191,268,459,350,25,216,576
cdd_locusTag_ECDH10B_2300,88,1431,77,780,204,646,118,1927,313,599,281,515,140,482,647,779,6,359,2410
cdh_locusTag_ECDH10B_4107,49,162,36,96,76,61,30,156,120,97,98,56,51,69,136,54,29,36,112
cdsA_locusTag_ECDH10B_0155,365,1008,332,538,573,463,253,1110,801,383,611,330,251,277,658,352,0,336,764
cedA_locusTag_ECDH10B_1869,13,46,3,12,4,9,4,23,54,57,19,16,14,12,33,10,22,11,39
cfa_locusTag_ECDH10B_1795,161,1184,171,593,413,581,193,1555,537,594,527,420,287,399,806,604,55,333,1629
chaA_locusTag_ECDH10B_1275,388,741,337,389,458,432,272,890,868,490,613,283,259,322,742,340,0,184,500
chaB_locusTag_ECDH10B_1276,5,12,6,13,10,4,8,34,16,8,15,5,5,5,19,5,14,15,23
chaC_locusTag_ECDH10B_1277,51,146,68,68,114,113,61,278,143,99,139,94,90,98,255,122,2,47,186
chbA_locusTag_ECDH10B_1874,6,27,5,14,9,15,12,25,12,10,15,13,12,17,14,10,4,11,22
chbB_locusTag_ECDH10B_1876,38,155,43,88,43,53,16,153,69,48,47,46,23,25,75,33,1,29,130
chbC_locusTag_ECDH10B_1875,23,70,17,39,24,31,21,75,57,22,30,17,16,26,40,13,4,16,51
chbF_locusTag_ECDH10B_1872,6,24,9,24,20,20,15,54,47,15,38,16,26,15,53,22,5,9,32
chbG_locusTag_ECDH10B_1871,29,99,17,71,38,78,44,159,102,57,83,57,36,60,128,69,2,45,116
chbR_locusTag_ECDH10B_1873,7,56,9,35,39,27,17,67,53,46,46,27,31,20,58,25,0,9,54
cheB_locusTag_ECDH10B_2024,0,5,3,2,2,1,0,8,2,3,8,1,8,5,3,2,0,2,5
cheR_locusTag_ECDH10B_2025,1,7,2,3,4,4,2,12,3,4,2,9,3,3,7,9,2,2,8
cheW_locusTag_ECDH10B_2028,3,25,5,8,12,9,4,18,22,11,19,6,8,17,23,11,0,14,35
cheY_locusTag_ECDH10B_2023,1,0,4,3,1,1,2,3,2,0,2,1,0,0,6,3,0,0,4
cheZ_locusTag_ECDH10B_2022,5,29,8,12,13,13,8,38,21,14,17,7,21,7,25,7,5,8,30
cho_locusTag_ECDH10B_1879,38,99,18,41,46,70,36,137,145,92,111,63,56,86,271,118,0,55,119
chpA_locusTag_ECDH10B_2949,6,40,11,11,7,14,3,41,11,27,15,15,10,18,24,16,0,11,34
chpB_locusTag_ECDH10B_4420,12,50,5,20,4,11,5,37,18,14,29,16,14,9,20,27,1,13,60
chpR_locusTag_ECDH10B_2950,1,27,12,23,10,24,2,46,13,11,8,11,8,7,13,13,0,8,52
chpS_locusTag_ECDH10B_4419,6,11,1,2,2,3,1,4,10,7,10,0,3,5,3,5,458,6,15
cirA_locusTag_ECDH10B_2312,820,1881,583,799,6664,5441,2852,12615,5343,3590,4649,2942,2204,2858,6354,3030,0,682,1152
citA_locusTag_ECDH10B_0579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
citA_locusTag_ECDH10B_0687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
citC_locusTag_ECDH10B_0578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
citC_locusTag_ECDH10B_0686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
citD_locusTag_ECDH10B_0577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
citD_locusTag_ECDH10B_0685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
citE_locusTag_ECDH10B_0576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
citE_locusTag_ECDH10B_0684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
citF_locusTag_ECDH10B_0575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
citF_locusTag_ECDH10B_0683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
citG_locusTag_ECDH10B_0573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
citG_locusTag_ECDH10B_0681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
citT_locusTag_ECDH10B_0572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
citT_locusTag_ECDH10B_0680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
citX_locusTag_ECDH10B_0574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
citX_locusTag_ECDH10B_0682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
clcA_locusTag_ECDH10B_0135,79,371,107,191,118,138,62,393,168,184,213,120,94,82,259,144,4,139,376
clcB_locusTag_ECDH10B_1725,32,55,20,32,34,33,19,40,86,35,57,23,20,26,90,32,144,22,44
cld_locusTag_ECDH10B_2175,1492,5103,1423,2470,1691,1390,886,3458,2088,1206,1489,839,526,671,1647,732,256,1301,3176
clpA_locusTag_ECDH10B_0952,1963,11139,1895,6362,3448,4952,1788,13067,5334,4833,4819,4653,2755,4833,7123,5508,133,2271,14440
clpB_locusTag_ECDH10B_2760,1041,11817,1120,6883,1224,3974,735,11056,2871,5184,2347,4815,2165,6056,5357,7604,126,1400,14390
clpP_locusTag_ECDH10B_0393,625,4597,622,2575,1390,1981,680,5837,2606,2523,1915,2114,1198,2015,3601,2869,16,996,5677
clpS_locusTag_ECDH10B_0951,79,372,79,152,179,136,83,410,249,198,202,160,112,131,283,152,489,114,442
clpX_locusTag_ECDH10B_0394,2457,12310,2082,6200,5079,5490,3007,13499,7552,6375,7629,5856,3650,5300,10898,6808,23,2365,9317
cls_locusTag_ECDH10B_1311,125,600,132,363,284,268,148,840,376,351,370,253,176,279,544,371,75,216,559
cmk_locusTag_ECDH10B_0980,553,1282,325,740,614,762,341,1771,1467,847,915,607,463,617,1304,755,8,420,807
cmr_locusTag_ECDH10B_0911,119,296,89,123,138,115,71,249,186,103,152,78,75,72,175,70,49,84,128
coaA_locusTag_ECDH10B_4163,321,1187,308,599,578,474,255,1253,952,463,742,320,269,367,836,352,7,247,629
coaD_locusTag_ECDH10B_3816,84,312,70,156,109,124,55,334,217,177,144,125,65,102,212,145,10,81,234
coaE_locusTag_ECDH10B_0084,69,224,52,104,85,98,53,239,182,127,147,69,74,92,226,111,26,57,163
cobB_locusTag_ECDH10B_1192,166,588,178,347,392,274,154,771,496,252,399,191,218,165,588,231,0,246,696
cobC_locusTag_ECDH10B_0599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cobC_locusTag_ECDH10B_0707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
cobS_locusTag_ECDH10B_2136,20,79,29,43,60,44,27,119,67,57,51,35,30,34,58,42,4,30,100
cobT_locusTag_ECDH10B_2135,60,205,35,122,88,96,44,272,140,116,110,104,58,84,134,106,4,79,212
cobU_locusTag_ECDH10B_2137,33,121,29,59,61,58,16,175,59,74,62,48,39,61,81,81,9,43,133
cof_locusTag_ECDH10B_0402,49,194,50,116,94,94,37,234,137,92,113,76,44,45,131,57,57,44,239
copA_locusTag_ECDH10B_0441,339,6560,353,5083,460,3211,248,11578,692,789,939,902,561,837,912,1154,100,626,6382
corA_locusTag_ECDH10B_4007,716,2967,551,1310,1214,1145,549,3047,2274,2003,1470,980,717,920,1667,980,70,696,2611
corC_locusTag_ECDH10B_0727,605,1486,455,681,731,582,356,1370,1072,609,830,471,424,453,1186,641,39,395,893
cpdA_locusTag_ECDH10B_3206,201,1255,228,495,472,600,192,1594,805,834,591,756,488,791,1522,1286,12,438,1618
cpdB_locusTag_ECDH10B_4408,126,1018,89,552,106,234,64,558,134,148,102,101,56,108,148,140,8,182,921
cpsB_locusTag_ECDH10B_2199,7,13,7,10,40,27,34,133,22,15,33,30,20,24,60,43,4,1,19
cpsG_locusTag_ECDH10B_2198,2,28,6,12,28,42,25,129,25,13,36,17,14,13,47,50,105,3,22
cpxA_locusTag_ECDH10B_4101,920,2386,713,1340,1247,1005,631,2377,2114,1228,1616,858,781,767,1964,824,559,1002,1942
cpxP_locusTag_ECDH10B_4103,1908,6532,1905,3806,3594,4439,1862,12751,8298,10212,6152,6664,3556,9091,12108,11372,84,2220,8183
cpxR_locusTag_ECDH10B_4102,443,1850,520,1089,460,831,438,2297,1424,986,1261,925,539,819,1596,962,0,497,2312
crcB_locusTag_ECDH10B_0584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crcB_locusTag_ECDH10B_0692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
creA_locusTag_ECDH10B_4555,85,311,79,147,135,116,82,297,233,140,181,86,110,99,232,102,4,126,281
creB_locusTag_ECDH10B_4556,40,120,30,74,50,47,17,102,94,37,76,33,24,29,66,39,11,26,106
creC_locusTag_ECDH10B_4557,54,168,41,80,70,81,30,130,127,65,91,48,44,51,101,83,1,44,125
creD_locusTag_ECDH10B_4558,13,40,11,20,18,22,8,38,30,26,25,11,17,23,38,17,140,15,26
crl_locusTag_ECDH10B_0222,839,2486,563,1531,1513,1591,692,3514,1914,1113,1709,1027,1026,710,2035,953,254,514,2004
crp_locusTag_ECDH10B_3533,1197,8164,1229,4609,2568,3814,1397,10302,3725,3759,3223,3810,1931,3040,5458,3800,132,2062,9798
crr_locusTag_ECDH10B_2582,1137,5514,978,3304,2153,2646,1203,6865,2688,2608,2438,2804,1111,3299,4525,3134,32,1043,6281
csdA_locusTag_ECDH10B_2980,257,655,183,365,339,236,166,722,574,336,426,218,225,303,651,392,1,261,706
csgA_locusTag_ECDH10B_1114,5,16,1,7,10,8,7,22,13,13,15,12,9,9,22,20,0,4,12
csgB_locusTag_ECDH10B_1113,0,0,1,0,1,1,1,1,2,1,0,0,0,0,5,0,0,0,1
csgC_locusTag_ECDH10B_1115,0,1,0,0,1,2,0,0,2,0,1,0,2,0,0,0,0,0,0
csgD_locusTag_ECDH10B_1112,3,4,1,4,2,0,0,3,0,1,1,1,1,1,0,2,0,0,4
csgE_locusTag_ECDH10B_1111,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
csgF_locusTag_ECDH10B_1110,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
csgG_locusTag_ECDH10B_1109,4,20,5,12,5,12,4,18,16,19,10,10,5,7,16,5,7,8,13
csiE_locusTag_ECDH10B_2702,34,389,46,265,47,103,48,337,49,55,38,65,23,36,55,69,3,159,625
csiR_locusTag_ECDH10B_2831,31,58,16,36,48,45,13,93,30,36,33,25,20,18,47,27,7732,27,92
cspA_locusTag_ECDH10B_3735,35705,27819,30169,8996,43562,6801,15785,17109,61651,9677,38332,5284,11688,7317,47164,5897,143,12027,18555
cspB_locusTag_ECDH10B_1689,418,452,252,145,482,156,210,461,831,384,570,142,208,247,976,321,33,114,631
cspC_locusTag_ECDH10B_1961,232,974,221,487,406,587,287,1222,1131,567,621,678,275,1189,1203,678,4,274,1115
cspD_locusTag_ECDH10B_0950,47,591,44,504,122,357,70,1099,163,176,97,266,53,208,222,463,0,120,1066
cspE_locusTag_ECDH10B_0583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cspE_locusTag_ECDH10B_0691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
cspF_locusTag_ECDH10B_1690,39,56,33,15,24,12,13,40,55,22,35,8,13,23,46,14,198,29,84
cspG_locusTag_ECDH10B_1061,203,528,112,198,170,247,50,563,382,390,212,183,135,260,467,332,0,184,734
cspH_locusTag_ECDH10B_1060,4,10,0,4,4,2,0,12,5,4,4,2,1,1,6,5,31,4,21
cspI_locusTag_ECDH10B_1684,39,94,20,34,88,67,21,159,169,120,146,71,77,159,346,207,138,59,373
csrA_locusTag_ECDH10B_2864,893,3600,740,1654,1843,1479,841,3508,2700,1201,1681,1089,606,930,2149,984,271,970,3255
csrB_locusTag_ECDH10B_2961,3121,18636,3040,12324,4448,9673,2392,30487,4206,4721,3996,5970,3578,4480,5368,5239,28,5912,20878
csrC_locusTag_ECDH10B_4055,239,784,241,484,406,340,152,890,432,276,410,394,188,358,606,344,0,268,635
cstA_locusTag_ECDH10B_0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cstA_locusTag_ECDH10B_0666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
cueO_locusTag_ECDH10B_0103,218,3284,215,2175,283,1597,182,5044,370,462,495,388,184,315,423,372,24,280,2624
cueR_locusTag_ECDH10B_0444,42,306,32,180,138,213,61,557,238,236,197,134,158,234,354,275,0,94,426
cusA_locusTag_ECDH10B_0533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cusA_locusTag_ECDH10B_0641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cusB_locusTag_ECDH10B_0532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cusB_locusTag_ECDH10B_0640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cusC_locusTag_ECDH10B_0530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cusC_locusTag_ECDH10B_0638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cusF_locusTag_ECDH10B_0531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cusF_locusTag_ECDH10B_0639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cusR_locusTag_ECDH10B_0529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cusR_locusTag_ECDH10B_0637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cusS_locusTag_ECDH10B_0528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cusS_locusTag_ECDH10B_0636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
cutA_locusTag_ECDH10B_4330,31,178,36,87,94,71,22,208,127,63,83,74,44,31,110,108,11,29,185
cutC_locusTag_ECDH10B_2015,87,320,68,157,140,146,71,382,258,182,190,106,77,108,290,134,17,48,368
cvpA_locusTag_ECDH10B_2475,311,601,170,299,214,236,129,550,393,339,268,180,173,258,524,247,28,296,419
cvrA_locusTag_ECDH10B_1244,176,468,165,280,328,233,159,581,465,231,419,178,231,233,724,210,17,132,340
cyaY_locusTag_ECDH10B_3998,100,394,91,187,207,187,89,428,272,214,194,137,114,109,261,164,33,153,337
cybB_locusTag_ECDH10B_1544,202,958,215,510,450,540,220,1218,638,436,583,403,235,358,649,381,20,226,701
