"","gene_id","Locus_tag","norm_count","raw_count","BW25113_GSE73673","BW25113_GSE85914"
"1152","cvrA","b1191",19.749291577687,29.5,1,1
"1153","ldcA","b1192",86.4672298952041,91,1,1
"1154","emtA","b1193",12.3516606458463,18,1,1
"1155","ycgR","b1194",2.28575854246003,6.5,1,1
"1156","ymgE","b1195",10.550537438704,11,1,1
"1157","ycgY","b1196",0.54590895905698,1,1,1
"1158","treA","b1197",109.17097937641,113,1,1
"1159","dhaM","b1198",88.6792091834873,107,1,1
"1160","dhaL","b1199",54.7880508594802,72,1,1
"1161","dhaK","b1200",128.833986069483,170.5,1,1
"1162","dhaR","b1201",5.55387112907657,38.5,1,1
"1163","ycgV","b1202",11.8724246806274,20.5,1,1
"1164","ychF","b1203",83.7651796613407,84,1,1
"1165","pth","b1204",101.461427498192,111,1,1
"1166","ychH","b1205",150.885080321451,145,1,1
"1167","dauA","b1206",5.50549232765905,24,1,1
"1168","prs","b1207",165.625642170106,176.5,1,1
"1169","ispE","b1208",382.489409042029,457,1,1
"1170","lolB","b1209",79.2903139047765,85.5,1,1
"1171","hemA","b1210",47.4635945062981,60.5,1,1
"1172","prfA","b1211",64.7446250077398,80,1,1
"1173","prmC","b1212",15.7306814642216,27.5,1,1
"1174","ychQ","b1213",32.6747704506821,33,1,1
"1175","ychA","b1214",168.34687061556,165.5,1,1
"1176","kdsA","b1215",113.424941049629,130,1,1
"1177","chaA","b1216",18.2262019233995,27.5,1,1
"1178","chaB","b1217",16.8628696431516,17,1,1
"1179","chaC","b1218",12.9179941461497,19.5,1,1
"1180","ychN","b1219",31.2641061534986,38.5,1,1
"1181","ychO","b1220",14.3820582987556,32,1,1
"1182","narL","b1221",115.223192320154,112.5,1,1
"1183","narX","b1222",51.2634857596705,68,1,1
"1184","narK","b1223",1.71855807307295,5.5,1,1
"1185","narG","b1224",7.22949434139498,32.5,1,1
"1186","narH","b1225",6.61218113242303,18,1,1
"1187","narJ","b1226",2.26981247290115,6,1,1
"1188","narI","b1227",5.39781596683054,9,1,1
"1189",NA,"b1228",0.119910572613514,4,1,NA
"1190","tpr","b1229",2.64784663029921,3,1,1
"1191","tyrV","b1230",8.40775068496894,8,NA,1
"1192","tyrT","b1231",21.0193767124223,20,NA,1
"1193","purU","b1232",274.233041855232,274.5,1,1
"1194","ychJ","b1233",134.969576142574,149,1,1
"1195","rssA","b1234",172.984546121142,193,1,1
"1196","rssB","b1235",96.6214307369525,115.5,1,1
"1197","galU","b1236",21.2754688026388,36,1,1
"1198","hns","b1237",137.858905426976,148.5,1,1
"1199","tdk","b1238",7.45907661250534,55.5,1,1
"1200","adhE","b1241",1324.11943898297,3396.5,1,1
"1201","ychE","b1242",22.2554062268639,483,1,1
"1202","oppA","b1243",3852.77626556474,3675,1,1
"1203","oppB","b1244",113.770659398171,1116,1,1
"1204","oppC","b1245",116.054444440313,1209,1,1
"1205","oppD","b1246",110.12490086301,322,1,1
"1206","oppF","b1247",61.3209099401152,162.5,1,1
"1207","yciU","b1248",135.229552671074,170,1,1
"1208","clsA","b1249",83.8841853232391,236,1,1
"1209","kch","b1250",27.3893892158336,50.5,1,1
"1210","yciI","b1251",20.1482737357215,26.5,1,1
"1211","tonB","b1252",278.782535756607,272,1,1
"1212","yciA","b1253",6.50966098716968,13,1,1
"1213","yciB","b1254",32.0396785997941,42.5,1,1
"1214","yciC","b1255",11.1494585944406,48,1,1
"1215","ompW","b1256",22.9634717082896,30.5,1,1
"1216","yciE","b1257",15.0493133020135,22.5,1,1
"1217","yciF","b1258",14.2591316907057,15,1,1
"1218","yciG","b1259",57.3017836558736,55.5,1,1
"1219","trpA","b1260",416.510451565905,406.5,1,1
"1220","trpB","b1261",354.120777635174,348,1,1
"1221","trpC","b1262",96.0808128864447,175.5,1,1
"1222","trpD","b1263",158.135342461304,234.5,1,1
"1223","trpE","b1264",54.5912280160174,135.5,1,1
"1224","trpL","b1265",5.38674580798045,8.5,1,1
"1225","yciV","b1266",81.0290172076725,125,1,1
"1226","yciO","b1267",29.9200608536765,51.5,1,1
"1227","yciQ","b1268",6.91273374058711,48,1,1
"1228","rluB","b1269",12.188264315875,14,1,1
"1229","btuR","b1270",47.8427661573677,46,1,1
"1230","yciK","b1271",111.163155735478,112.5,1,1
"1231","sohB","b1272",12.0043263105023,25.5,1,1
"1232","yciN","b1273",89.5601811157606,92,1,1
"1233","topA","b1274",278.356242495957,335.5,1,1
"1234","cysB","b1275",66.2732222290326,85.5,1,1
"1235","acnA","b1276",82.7053440008012,112.5,1,1
"1236","ribA","b1277",89.4882347721925,89.5,1,1
"1237","pgpB","b1278",34.3459602505413,38.5,1,1
"1238","yciS","b1279",77.9035954658375,78,1,1
"1239","yciM","b1280",57.91096231999,70,1,1
"1240","pyrF","b1281",16.3161211683389,29,1,1
"1241","yciH","b1282",1.33517847490366,9.5,1,1
"1242","osmB","b1283",256.558943139031,248,1,1
"1243","yciT","b1284",11.1910565184193,16.5,1,1
"1244","gmr","b1285",19.1177843641173,77,1,1
"1245","rnb","b1286",87.7818759702061,96.5,1,1
"1246","yciW","b1287",38.2588092898853,73,1,1
"1247","fabI","b1288",426.697591465551,440.5,1,1
"1248","ycjD","b1289",3.03511803593874,12.5,1,1
"1249","sapF","b1290",39.3697334118132,72.5,1,1
"1250","sapD","b1291",54.03610897483,95.5,1,1
"1251","sapC","b1292",8.57562548662786,12.5,1,1
"1252","sapB","b1293",16.2382152664543,27,1,1
"1253","sapA","b1294",53.4055041113627,57.5,1,1
"1254","ymjA","b1295",78.8826179578906,77,1,1
"1255","puuP","b1296",5.63855801046883,16,1,1
"1256","puuA","b1297",21.0667449856361,21,1,1
"1257","puuD","b1298",28.4361138480769,29,1,1
"1258","puuR","b1299",13.1575349865104,13,1,1
"1259","puuC","b1300",18.4878830814604,21.5,1,1
"1260","puuB","b1301",2.71135948988225,6,1,1
"1261","puuE","b1302",3.73966454841318,5,1,1
"1262","pspF","b1303",8.97408418527234,9.5,1,1
"1263","pspA","b1304",28.9490112527945,28.5,1,1
"1264","pspB","b1305",23.1449985202715,22.5,1,1
"1265","pspC","b1306",18.4532282471088,19,1,1
"1266","pspD","b1307",7.92963454037214,8.5,1,1
"1267","pspE","b1308",13.7099631362883,14,1,1
"1268","ycjM","b1309",3.20179185438788,75.5,1,1
"1269","ycjN","b1310",0.102122706232108,2.5,1,1
"1270","ycjO","b1311",0,0,1,1
"1271","ycjP","b1312",0.54590895905698,1,1,1
"1272","ycjQ","b1313",3.71924000716675,4.5,1,1
"1273","ycjR","b1314",0,0,1,1
"1274","ycjS","b1315",5.27526871935201,5.5,1,1
"1275","ycjT","b1316",1.69487393646607,5,1,1
"1276","ycjU","b1317",1.074652972228,1.5,1,1
"1277","ompG","b1319",0,0,1,1
"1278","ycjW","b1320",4.22755947909135,4.5,1,1
"1279","ycjX","b1321",17.3883540609622,17.5,1,1
"1280","ycjF","b1322",12.7914918863737,16,1,1
"1281","tyrR","b1323",84.1635663522078,94,1,1
"1282","tpx","b1324",685.92056157275,657,1,1
"1283","ycjG","b1325",20.8317639996185,42,1,1
"1284","mpaA","b1326",112.00518389024,163.5,1,1
"1285","ycjY","b1327",13.1018150173675,24,1,1
"1286","pgrR","b1328",11.4428687209077,20.5,1,1
"1287","mppA","b1329",8.59722377782397,12,1,1
"1288","ynaI","b1330",5.39694899774686,8,1,1
"1289","insH1","b1331",239.84872460958,234,1,1
"1290","ynaJ","b1332",86.7662025624815,84,1,1
"1291","uspE","b1333",663.828924514377,634.5,1,1
"1292","fnr","b1334",526.780481141137,507.5,1,1
"1293","ogt","b1335",33.7316897730733,81.5,1,1
"1294","abgT","b1336",6.95742483329416,108.5,1,1
"1295","abgB","b1337",2.79081841902417,6.5,1,1
"1296","abgA","b1338",0.0612736237392646,1.5,1,1
"1297","abgR","b1339",6.87866570475102,7.5,1,1
"1298","smrA","b1340",33.1414914938493,33,1,1
"1299","ydaM","b1341",47.340965876164,46,1,1
"1300","ydaN","b1342",29.2488601807699,36,1,1
"1301","dbpA","b1343",13.2351610050437,27.5,1,1
"1302","ttcA","b1344",18.9315522001304,33,1,1
"1303","intR","b1345",24.4600685935581,31,1,1
"1304","ydaQ","b1346",0.0719463435681084,3,1,1
"1305","rcbA","b1347",0.0359731717840542,1.5,1,1
"1306","ralR","b1348",0.0719463435681084,3,1,1
"1307","recT","b1349",11.1535934570561,13,1,1
"1308","recE","b1350",2.19667421766975,4,1,1
"1309","racC","b1351",0.0236841366068789,0.5,1,1
"1310","kilR","b1352",1.57645325343168,1.5,1,1
"1311","sieB","b1353",0,0,1,1
"1312","ydaG","b1355",1.57645325343168,1.5,1,1
"1313","racR","b1356",299.526118152018,285,1,1
"1314","ydaS","b1357",2.10193767124223,2,1,1
"1315","ydaT","b1358",1.60013739003855,2,1,1
"1316","ydaU","b1359",3.41343200953902,8.5,1,1
"1317","ydaV","b1360",3.5366203392266,14,1,1
"1318",NA,"b1361",0.0473682732137578,1,1,NA
"1319",NA,"b1362",0.0473682732137578,1,1,NA
"1320","trkG","b1363",3.22395891668399,4.5,1,1
"1321","ynaK","b1365",0.040849082492843,1,1,1
"1322",NA,"b1366",0.0719463435681084,3,1,NA
"1323",NA,"b1368",0.189473092855031,4,1,NA
"1324",NA,"b1370",0,0,1,NA
"1325","stfR","b1372",1.80428334139735,8.5,1,1
"1326","tfaR","b1373",0.0119910572613514,0.5,1,1
"1327","pinR","b1374",2.66827117154564,3.5,1,1
"1328","ynaE","b1375",59.9052236304037,57,1,1
"1329","uspF","b1376",159.242203137846,152,1,1
"1330","ompN","b1377",0.142104819641273,3,1,1
"1331","pfo","b1378",86.9729764018697,116,1,1
"1332","hslJ","b1379",25.9166112743763,30.5,1,1
"1333","ldhA","b1380",12.4946324345713,22,1,1
"1334","ydbH","b1381",12.5143170205458,66,1,1
"1335","ynbE","b1382",6.32979512824941,7,1,1
"1336","ydbL","b1383",4.77672803350879,5.5,1,1
"1337","feaR","b1384",3.77312747110143,5.5,1,1
"1338","feaB","b1385",3.94219418442364,9.5,1,1
"1339","tynA","b1386",2.35374987373061,10,1,1
"1340","paaZ","b1387",0.102122706232108,2.5,1,1
"1341","paaA","b1388",0,0,1,1
"1342","paaB","b1389",2.11392872850359,2.5,1,1
"1343","paaC","b1390",1.06295989288247,1.5,1,1
"1344","paaD","b1391",1.57645325343168,1.5,1,1
"1345","paaE","b1392",2.62742208905279,2.5,1,1
"1346","paaF","b1393",1.07139337686754,1.5,1,1
"1347","paaG","b1394",0.0236841366068789,0.5,1,1
"1348","paaH","b1395",1.63772687717094,3,1,1
"1349","paaI","b1396",0.525484417810559,0.5,1,1
"1350","paaJ","b1397",6.87866570475102,7.5,1,1
"1351","paaK","b1398",2.19667421766975,4,1,1
"1352","paaX","b1399",11.096446397761,12.5,1,1
"1353","paaY","b1400",9.48240365719693,9.5,1,1
"1354","insD1","b1402",2.62742208905279,2.5,1,1
"1355","insC1","b1403",76.195240582531,72.5,1,1
"1356","insI1","b1404",7.88226626715838,7.5,1,1
"1357","ydbC","b1406",16.5058559828316,22.5,1,1
"1358","ydbD","b1407",1.47728329454494,10,1,1
"1359","ynbA","b1408",0,0,1,1
"1360","ynbB","b1409",0.0204245412464215,0.5,1,1
"1361","ynbC","b1410",1.60013739003855,2,1,1
"1362","ynbD","b1411",1.63640853973843,3,1,1
"1363","azoR","b1412",44.6898596505044,43,1,1
"1364","hrpA","b1413",30.9181189083801,64.5,1,1
"1365","ydcF","b1414",358.783003269118,349.5,1,1
"1366","aldA","b1415",27.9646614145348,40.5,1,1
"1367","cybB","b1418",43.7351172508899,45,1,1
"1368","ydcA","b1419",4.98545185051147,24.5,1,1
"1369","mokB","b1420",4.933207733738,11,1,1
"1370","trg","b1421",7.59946664913582,101.5,1,1
"1371","ydcI","b1422",78.3584518775125,76,1,1
"1372","ydcJ","b1423",10.1067511858791,12.5,1,1
"1373","opgD","b1424",16.8994387707673,18.5,1,1
"1374","ydcH","b1426",4.75334187481773,5.5,1,1
"1375","rimL","b1427",60.6585381361799,63,1,1
"1376","ydcK","b1428",63.4461964209491,69.5,1,1
"1377","tehA","b1429",34.606485753217,42,1,1
"1378","tehB","b1430",29.1384843456495,32.5,1,1
"1379","ydcL","b1431",76.8286445156937,76.5,1,1
"1380","insQ","b1432",28.9120268788099,59.5,1,1
"1381","ydcO","b1433",2.35587197541952,21,1,1
"1382","ydcN","b1434",39.0492432479527,41.5,1,1
"1383","ydcP","b1435",35.3912768645252,38,1,1
"1384","yncJ","b1436",2.74996933653132,5.5,1,1
"1385","hicB","b1438",43.2122695079443,44,1,1
"1386","ydcR","b1439",4.9571898482607,11.5,1,1
"1387","ydcS","b1440",9.23960322147582,16.5,1,1
"1388","ydcT","b1441",2.17299008106287,4,1,1
"1389","ydcU","b1442",8.07173936001341,11.5,1,1
"1390","ydcV","b1443",2.14990190028764,3.5,1,1
"1391","patD","b1444",3.24883496495416,5.5,1,1
"1392","ydcX","b1445",32.1158231101833,32,1,1
"1393","ydcY","b1446",531.851504448025,507.5,1,1
"1394","ydcZ","b1447",57.8632412454682,57.5,1,1
"1395","mnaT","b1448",164.740426034455,163.5,1,1
"1396","curA","b1449",60.4949075378988,88,1,1
"1397","mcbR","b1450",24.5399249617213,32,1,1
"1398","yncD","b1451",19.2144899278228,50,1,1
"1399","yncE","b1452",1835.53749595353,1747,1,1
"1400","ansP","b1453",7.18388486414397,163.5,1,1
"1401","yncG","b1454",16.6278886571341,36,1,1
"1402","yncH","b1455",0.0236841366068789,0.5,1,1
"1403",NA,"b1456",0.367641742435587,9,1,NA
"1404","ydcD","b1457",0.53747547507191,1,1,1
"1405",NA,"b1459",0,0,1,NA
"1406","ydcC","b1460",3.72575919788767,4.5,1,1
"1407","pptA","b1461",538.621528255823,512.5,1,1
"1408","yddH","b1462",8.94522616004085,9,1,1
"1409","nhoA","b1463",1.57645325343168,1.5,1,1
"1410","yddE","b1464",22.3782393239329,27.5,1,1
"1411","narV","b1465",1.1326670006068,3,1,1
"1412","narW","b1466",2.8405793185147,7,1,1
"1413","narY","b1467",7.10709174854834,14.5,1,1
"1414","narZ","b1468",14.3775523737401,17.5,1,1
"1415","narU","b1469",7.96396443214407,9.5,1,1
"1416",NA,"b1470",0.040849082492843,1,1,NA
"1417",NA,"b1471",0.0816981649856861,2,1,NA
"1418",NA,"b1472",0,0,1,NA
"1419","yddG","b1473",6.85498156814414,7,1,1
"1420","fdnG","b1474",1.21436516559249,5,1,1
"1421","fdnH","b1475",0.566333500303402,1.5,1,1
"1422","fdnI","b1476",0.0239821145227028,1,1,1
"1423","yddM","b1477",15.7765235915781,15.5,1,1
"1424","adhP","b1478",242.797485165085,231.5,1,1
"1425","maeA","b1479",36.5525765082677,92,1,1
"1426","sra","b1480",1396.79753782677,1331,1,1
"1427","bdm","b1481",156.176791605088,151.5,1,1
"1428","osmC","b1482",534.105325724989,513,1,1
"1429","ddpF","b1483",7.93710210145289,140.5,1,1
"1430","ddpD","b1484",6.64230416991661,97,1,1
"1431","ddpC","b1485",3.53185269257341,11.5,1,1
"1432","ddpB","b1486",5.84160221965541,7,1,1
"1433","ddpA","b1487",6.36576830003346,8.5,1,1
"1434","ddpX","b1488",17.866470205559,17,1,1
"1435","dosP","b1489",16.8628696431516,17,1,1
"1436","dosC","b1490",89.9999402652468,88.5,1,1
"1437","yddW","b1491",3.75245936993092,16,1,1
"1438","gadC","b1492",635.204863719302,616.5,1,1
"1439","gadB","b1493",296.405616456839,1037,1,1
"1440","pqqL","b1494",73.5126046392225,1082.5,1,1
"1441","yddB","b1495",18.1033115716278,22,1,1
"1442","yddA","b1496",7.25761189046108,15.5,1,1
"1443","ydeM","b1497",0.688880747781931,4.5,1,1
"1444","ydeN","b1498",1.62382152664543,2.5,1,1
"1445","ydeO","b1499",3.17688862138605,4,1,1
"1446","safA","b1500",0,0,NA,1
"1447","ydeP","b1501",13.7336472728952,14.5,1,1
"1448","ydeQ","b1502",0.059955286306757,2,1,1
"1449","ydeR","b1503",0.059955286306757,1.5,1,1
"1450","ydeS","b1504",0.0239821145227028,1,1,1
"1451",NA,"b1505",0.0473682732137578,1,1,NA
"1452",NA,"b1506",0,0,1,NA
"1453","hipA","b1507",13.1610925597867,13.5,1,1
"1454","hipB","b1508",180.261579850268,172,1,1
"1455",NA,"b1509",0.455660175931353,13,1,NA
"1456",NA,"b1510",1.53485532945298,39,1,NA
"1457","lsrK","b1511",7.90595040376526,8,1,1
"1458","lsrR","b1512",4.24472442497731,5,1,1
"1459","lsrA","b1513",1.33875420989355,9.5,1,1
"1460","lsrC","b1514",0.53747547507191,1,1,1
"1461","lsrD","b1515",0.572852691024316,1.5,1,1
"1462","lsrB","b1516",3.1648975641247,3.5,1,1
"1463","lsrF","b1517",2.12591978576494,3,1,1
"1464","lsrG","b1518",1.5968777946781,2,1,1
"1465","tam","b1519",54.7223257958662,54.5,1,1
"1466","yneE","b1520",25.8671571557518,28,1,1
"1467","uxaB","b1521",3.04710909320009,12.5,1,1
"1468","yneF","b1522",4.326422589963,7,1,1
"1469","yneG","b1523",1.57645325343168,1.5,1,1
"1470","glsB","b1524",20.0296815005405,20.5,1,1
"1471","sad","b1525",16.0403268513278,23,1,1
"1472","yneJ","b1526",8.16820984460828,14.5,1,1
"1473","yneK","b1527",2.30618308370645,7,1,1
"1474","ydeA","b1528",7.92311534965122,9,1,1
"1475","marC","b1529",5.80401273252302,6,1,1
"1476","marR","b1530",6.38975041455616,8,1,1
"1477","marA","b1531",9.05165578581389,11,1,1
"1478","marB","b1532",0.633403933162721,4.5,1,1
"1479","eamA","b1533",17.5208516466687,21.5,1,1
"1480","ydeE","b1534",40.8412463571231,48.5,1,1
"1481","dgcZ","b1535",6.97426922026221,10,1,1
"1482","ydeI","b1536",90.3833198634161,86,1,1
"1483","ydeJ","b1537",18.6317757685966,23.5,1,1
"1484","dcp","b1538",60.2988435686821,79,1,1
"1485","ydfG","b1539",139.367357990373,149.5,1,1
"1486","rspR","b1540",85.8119659492075,99.5,1,1
"1487","ydfZ","b1541",42.1817252135696,43.5,1,1
"1488","ydfI","b1542",2.94555588291464,47.5,1,1
"1489","ydfK","b1544",68.8384587331832,65.5,1,1
"1490","pinQ","b1545",3.15290650686335,3,1,1
"1491","tfaQ","b1546",0,0,1,1
"1492","stfQ","b1547",2.10193767124223,2,1,1
"1493",NA,"b1548",0,0,1,NA
"1494","ydfO","b1549",5.78032859591615,5.5,1,1
"1495","gnsB","b1550",33.6310027398758,32,1,1
"1496","ynfN","b1551",0,0,1,1
"1497","cspI","b1552",0,0,1,1
"1498","rzpQ","b1553",0,0,1,1
"1499","rrrQ","b1554",1.05096883562112,1,1,1
"1500","ydfR","b1555",8.9332351027795,8.5,1,1
"1501","essQ","b1556",2.62742208905279,2.5,1,1
"1502","cspB","b1557",5.25484417810559,5,1,1
"1503","cspF","b1558",20.4938922946118,19.5,1,1
"1504","quuQ","b1559",0,0,1,1
"1505","ydfU","b1560",0,0,1,1
"1506","rem","b1561",0,0,1,1
"1507","hokD","b1562",106.673336815543,101.5,1,1
"1508","relE","b1563",60.4307080482142,57.5,1,1
"1509","relB","b1564",32.5800339042546,31,1,1
"1510","ydfV","b1565",4.72935976029503,4.5,1,1
"1511","flxA","b1566",21.5448611302329,20.5,1,1
"1512",NA,"b1567",0,0,1,NA
"1513",NA,"b1568",0,0,1,NA
"1514","dicC","b1569",0,0,1,1
"1515","dicA","b1570",122.43786934986,116.5,1,1
"1516","ydfA","b1571",4.72935976029503,4.5,1,1
"1517","ydfB","b1572",9.45871952059005,9,1,1
"1518","ydfC","b1573",5.78032859591615,5.5,1,1
"1519","dicF","b1574",1.05096883562112,1,NA,1
"1520","dicB","b1575",0,0,1,1
"1521","ydfD","b1576",0,0,1,1
"1522",NA,"b1577",0,0,1,NA
"1523",NA,"b1578",0,0,1,NA
"1524",NA,"b1579",0,0,1,NA
"1525","rspB","b1580",3.17659064347023,3.5,1,1
"1526","rspA","b1581",1.62441748247708,3.5,1,1
"1527","ynfA","b1582",2.6514042035755,3.5,1,1
"1528","ynfB","b1583",153.46187454193,146.5,1,1
"1529","speG","b1584",77.783684893224,74.5,1,1
"1530","ynfC","b1585",49.4434995032379,48.5,1,1
"1531","ynfD","b1586",2591.28357479648,2468.5,1,1
"1532","ynfE","b1587",13.209491378196,39,1,1
"1533","ynfF","b1588",7.54060272056561,11.5,1,1
"1534","ynfG","b1589",3.19375558935619,4,1,1
"1535","ynfH","b1590",13.7225501493813,15,1,1
"1536","dmsD","b1591",14.211763417492,14,1,1
"1537","clcB","b1592",2.81927900523442,9.5,1,1
"1538","ynfK","b1593",52.7379148739109,54.5,1,1
"1539","mlc","b1594",22.9021980845503,29,1,1
"1540","ynfL","b1595",3.67064407079036,28.5,1,1
"1541","ynfM","b1596",9.93240225272763,19,1,1
"1542","asr","b1597",43.1256954322499,42,1,1
"1543","ydgD","b1598",63.2002349569083,63.5,1,1
"1544","mdtI","b1599",0.0612736237392646,2,1,1
"1545","mdtJ","b1600",0.833378193699984,7.5,1,1
"1546","tqsA","b1601",2.02012237210168,13.5,1,1
"1547","pntB","b1602",67.3099697087969,65.5,1,1
"1548","pntA","b1603",151.825937741898,193,1,1
"1549","ydgH","b1604",43.7803930853869,95,1,1
"1550","ydgI","b1605",13.091259246361,74,1,1
"1551","folM","b1606",107.4903184654,121.5,1,1
"1552","ydgC","b1607",44.6661755138975,42.5,1,1
"1553","rstA","b1608",104.612248226794,100.5,1,1
"1554","rstB","b1609",23.4072579611145,29,1,1
"1555","tus","b1610",41.8130454385679,47,1,1
"1556","fumC","b1611",14.9413937866613,21,1,1
"1557","fumA","b1612",18.5962000358338,22.5,1,1
"1558","manA","b1613",195.074629580331,189.5,1,1
"1559","ydgA","b1614",228.052490475899,240.5,1,1
"1560","uidC","b1615",3.22559440330353,71,1,1
"1561","uidB","b1616",5.76169413180891,54.5,1,1
"1562","uidA","b1617",1.05096883562112,1,1,1
"1563","uidR","b1618",54.6708039935445,52.5,1,1
"1564","hdhA","b1619",266.4410243712,254,1,1
"1565","malI","b1620",7.70399905053699,18,1,1
"1566","malX","b1621",10.2642424587895,49,1,1
"1567","malY","b1622",64.77668821034,65.5,1,1
"1568","add","b1623",86.3224163096566,85.5,1,1
"1569","ydgJ","b1624",72.9485277192657,80,1,1
"1570","cnu","b1625",22.7592262958254,25.5,1,1
"1571","ydgK","b1626",87.614127188916,93,1,1
"1572","rsxA","b1627",10.6317210305136,26,1,1
"1573","rsxB","b1628",11.7264461480804,14.5,1,1
"1574","rsxC","b1629",15.0880764719465,36,1,1
"1575","rsxD","b1630",14.2959987962372,16.5,1,1
"1576","rsxG","b1631",6.40793571995881,8.5,1,1
"1577","rsxE","b1632",22.6668823756747,23,1,1
"1578","nth","b1633",14.3064999639195,16,1,1
"1579","dtpA","b1634",13.4026294814674,19,1,1
"1580","gstA","b1635",203.717731741789,203,1,1
"1581","pdxY","b1636",24.6039612806943,34.5,1,1
"1582","tyrS","b1637",54.7145789419827,77,1,1
"1583","pdxH","b1638",80.2933185113522,88,1,1
"1584","mliC","b1639",24.5467959925365,45,1,1
"1585","anmK","b1640",25.5888980032392,63.5,1,1
"1586","slyB","b1641",28.4708951081977,29,1,1
"1587","slyA","b1642",97.8585223957983,95.5,1,1
"1588","ydhI","b1643",4.77672803350879,5.5,1,1
"1589","ydhJ","b1644",6.6119557503272,54.5,1,1
"1590","ydhK","b1645",5.62306430270174,66,1,1
"1591","sodC","b1646",1431.96546307502,1363,1,1
"1592","ydhF","b1647",84.6503595407137,81.5,1,1
"1593","ydhL","b1648",10.550537438704,11,1,1
"1594","nemR","b1649",3.32741014602753,34,1,1
"1595","nemA","b1650",21.9546791788078,42,1,1
"1596","gloA","b1651",50.9924130688706,49,1,1
"1597","rnt","b1652",21.1141132588499,23.5,1,1
"1598","lhr","b1653",16.905805075834,52.5,1,1
"1599","grxD","b1654",772.52336780526,736.5,1,1
"1600","mepH","b1655",11.7285319934912,15.5,1,1
"1601","sodB","b1656",48.7939063459927,57,1,1
"1602","ydhP","b1657",2.3624631739179,8,1,1
"1603","purR","b1658",17.0553225151649,22.5,1,1
"1604","ydhB","b1659",3.1190554367682,13.5,1,1
"1605","ydhC","b1660",12.7729815712423,28.5,1,1
"1606","cfa","b1661",291.238278039663,281.5,1,1
"1607","ribC","b1662",487.007061717506,473,1,1
"1608","mdtK","b1663",28.8287117771121,409,1,1
"1609","ydhQ","b1664",33.4089786854954,48.5,1,1
"1610","valV","b1665",4.20387534248447,4,NA,1
"1611","valW","b1666",2.10193767124223,2,NA,1
"1612","ydhR","b1667",30.8570424187225,38,1,1
"1613","ydhS","b1668",96.2156048510179,117.5,1,1
"1614","ydhT","b1669",3.13960626948568,44.5,1,1
"1615","ydhU","b1670",2.18918949082432,16.5,1,1
"1616","ydhX","b1671",1.29078998084815,8,1,1
"1617","ydhW","b1672",2.14278675373508,3,1,1
"1618","ydhV","b1673",0.657386047685424,3.5,1,1
"1619","ydhY","b1674",0.0204245412464215,0.5,1,1
"1620","ydhZ","b1675",23.1452964981873,23,1,1
"1621","pykF","b1676",289.636650760045,277.5,1,1
"1622","lpp","b1677",750.22152626477,721,1,1
"1623","ldtE","b1678",181.176737205721,367.5,1,1
"1624","sufE","b1679",424.735031484883,471.5,1,1
"1625","sufS","b1680",577.09955301561,1774,1,1
"1626","sufD","b1681",280.758938103041,317,1,1
"1627","sufC","b1682",198.723413066359,202.5,1,1
"1628","sufB","b1683",147.861466727704,204,1,1
"1629","sufA","b1684",186.930682155112,187,1,1
"1630","ydiH","b1685",174.887141172029,176.5,1,1
"1631","menI","b1686",15.6066898589418,23.5,1,1
"1632","ydiJ","b1687",20.9305561122703,127.5,1,1
"1633","ydiK","b1688",13.3430805203958,28,1,1
"1634","ydiL","b1689",1.4186105780567,10,1,1
"1635","ydiM","b1690",0.510613531160538,12.5,1,1
"1636","ydiN","b1691",0.0119910572613514,0.5,1,1
"1637","ydiB","b1692",10.5333724928181,10.5,1,1
"1638","aroD","b1693",33.1259428633116,32,1,1
"1639","ydiF","b1694",0.933975242738989,10.5,1,1
"1640","ydiO","b1695",1.73233699782924,7.5,1,1
"1641","ydiP","b1696",17.3646699243553,17,1,1
"1642","ydiQ","b1697",2.62742208905279,2.5,1,1
"1643","ydiR","b1698",11.1071191175898,13.5,1,1
"1644","ydiS","b1699",1.09181791811396,2,1,1
"1645","ydiT","b1700",0.525484417810559,0.5,1,1
"1646","fadK","b1701",3.72575919788767,4.5,1,1
"1647","ppsA","b1702",120.7239979623,124,1,1
"1648","ppsR","b1703",112.515742799455,122,1,1
"1649","aroH","b1704",49.349693146836,61.5,1,1
"1650","ydiE","b1705",25.819788882538,27,1,1
"1651","ydiU","b1706",51.2280806178406,64.5,1,1
"1652","ydiV","b1707",13.5871090407947,22,1,1
"1653","nlpC","b1708",10.1400876827982,13.5,1,1
"1654","btuD","b1709",39.6244885652538,42,1,1
"1655","btuE","b1710",57.443590497599,58,1,1
"1656","btuC","b1711",6.83685108613366,19,1,1
"1657","ihfA","b1712",72.2977333587429,76,1,1
"1658","pheT","b1713",329.526216050907,519,1,1
"1659","pheS","b1714",419.722979159617,531,1,1
"1660","pheM","b1715",2.59357101895764,14,1,1
"1661","rplT","b1716",39.7399140728738,95,1,1
"1662","rpmI","b1717",563.52738806974,567.5,1,1
"1663","infC","b1718",569.268240843366,624.5,1,1
"1664","thrS","b1719",316.0484714813,1505.5,1,1
"1665","ydiY","b1722",3.67839092467391,3.5,1,1
"1666","pfkB","b1723",113.026518102484,108.5,1,1
"1667","ydiZ","b1724",585.410065982209,557.5,1,1
"1668","yniA","b1725",389.205686381003,378.5,1,1
