rsmD,yhhF,b3465,JW3430,,,,,,,,
rsxA,rnfA,ydgL,b1627,JW1619,,,,,,,
sgbU,yiaR,b3582,JW5650,,,,,,,,
sfsA,sfs1,b0146,JW0142,,,,,,,,
ychQ,sirB2,b1213,JW1204,,,,,,,,
sgrR,yabN,b0069,JW0068,,,,,,,,
srlD,gutD,b2705,JW2674,,,,,,,,
slp,b3506,JW3474,,,,,,,,,
ytjB,smp,b4387,JW4350,,,,,,,,
ileS,ilvS,b0026,JW0024,,,,,,,,
tauB,ssiB,yaiQ,b0366,JW0358,,,,,,,
tapT,tuaA,yfiP,b2583,JW5409,,,,,,,
ompL,yshA,b3875,JW3846,,,,,,,,
oppD,b1246,JW1238,,,,,,,,,
pbpC,yfgN,b2519,JW2503,,,,,,,,
pdxJ,b2564,JW2548,,,,,,,,,
paaB,ynbF,b1389,JW1384,,,,,,,,
phrB,phr,b0708,JW0698,,,,,,,,
phoB,b0399,JW0389,,,,,,,,,
pmbA,tldE,b4235,JW4194,,,,,,,,
proV,b2677,JW2652,,,,,,,,,
ralR,lar,ral,ydaB,b1348,JW5208,,,,,,
rcdA,ybjK,b0846,JW5114,,,,,,,,
rcnR,yohL,b2105,JW2092,,,,,,,,
rclR,ykgD,b0305,JW0298,,,,,,,,
ratB,pasI,yfjF,b2618,JW2599,,,,,,,
rimM,yfjA,b2608,JW5413,,,,,,,,
rimK,b0852,JW0836,,,,,,,,,
rfbX,wzx,b2037,JW2022,,,,,,,,
rplM,b3231,JW3200,,,,,,,,,
rpmB,b3637,JW3612,,,,,,,,,
rnlB,yfjO,b2631,JW5418,,,,,,,,
rnhA,dasF,herA,rnh,sdrA,b0214,JW0204,,,,,
rpoA,pez,phs,sez,b3295,JW3257,,,,,,
rpoB,groN,nitB,rif,ron,stl,stv,tabD,b3987,JW3950,,
rof,yaeO,b0189,JW0184,,,,,,,,
sbcC,rmuA,b0397,JW0387,,,,,,,,
sgbE,yiaS,b3583,JW3555,,,,,,,,
sprT,yggI,b2944,JW2911,,,,,,,,
glyQ,glyS(A),b3560,JW3531,,,,,,,,
narV,b1465,JW1460,,,,,,,,,
nuoI,b2281,JW2276,,,,,,,,,
nupX,yeiJ,b2161,JW2148,,,,,,,,
glnL,glnR,ntrB,b3869,JW3840,,,,,,,
ompN,ynaG,b1377,JW1371,,,,,,,,
paoA,yagT,b0286,JW0280,,,,,,,,
pmrD,b2259,JW2254,,,,,,,,,
pmrR,b4703,JW4072.1,,,,,,,,,
potH,b0856,JW0840,,,,,,,,,
pphA,prpA,yebX,b1838,JW1827,,,,,,,
ptsH,hpr,b2415,JW2408,,,,,,,,
rbsK,b3752,JW3731,,,,,,,,,
prfA,sueB,uar,b1211,JW1202,,,,,,,
recC,b2822,JW2790,,,,,,,,,
rimI,b4373,JW4335,,,,,,,,,
rlmF,ybiN,b0807,JW5107,,,,,,,,
rutA,ycdM,b1012,JW0997,,,,,,,,
rzpQ,ydfP,b1553,JW1545,,,,,,,,
ffh,b2610,JW5414,,,,,,,,,
ssnA,ygfL,b2879,JW2847,,,,,,,,
slyD,b3349,JW3311,,,,,,,,,
tcdA,csdL,ygdL,b2812,JW2783,,,,,,,
tfaQ,ydfM,b1546,JW1539,,,,,,,,
tisB,ysdB,b4618,JW3649,,,,,,,,
trpGD,trpD,b1263,JW1255,,,,,,,,
tomB,ybaJ,b0461,JW0450,,,,,,,,
plsY,ygiH,b3059,JW3031,,,,,,,,
ascF,b2715,JW5435,,,,,,,,,
ppsR,ydiA,b1703,JW1693,,,,,,,,
ribC,ribE,b1662,JW1654,,,,,,,,
rnt,b1652,JW1644,,,,,,,,,
rpsI,b3230,JW3199,,,,,,,,,
rtcB,yhgL,b3421,JW3384,,,,,,,,
shoB,ryfB,yphI,b4687,JW2546.1,,,,,,,
sdhE,cptB,ygfY,b2897,JW2865,,,,,,,
speE,b0121,JW0117,,,,,,,,,
sufB,ynhE,b1683,JW5273,,,,,,,,
ssuA,ycbO,b0936,JW0919,,,,,,,,
tgt,b0406,JW0396,,,,,,,,,
nfrB,b0569,JW0558,,,,,,,,,
oppA,b1243,JW1235,,,,,,,,,
poxB,b0871,JW0855,,,,,,,,,
prpE,yahU,b0335,JW0326,,,,,,,,
mtlA,b3599,JW3573,,,,,,,,,
rplF,b3305,JW3267,,,,,,,,,
rna,rnsA,b0611,JW0603,,,,,,,,
rpiR,alsR,yjcY,b4089,JW4050,,,,,,,
rppH,nudH,ygdP,b2830,JW2798,,,,,,,
rpsT,b0023,JW0022,,,,,,,,,
rpsG,b3341,JW3303,,,,,,,,,
rstA,urpT,b1608,JW1600,,,,,,,,
sad,yneI,b1525,JW5247,,,,,,,,
sbmA,b0377,JW0368,,,,,,,,,
sgcB,b4565,JW5967,,,,,,,,,
secA,azi,pea,prlD,b0098,JW0096,,,,,,
selA,fdhA,b3591,JW3564,,,,,,,,
sppA,b1766,JW1755,,,,,,,,,
ssuE,ycbP,b0937,JW0920,,,,,,,,
aspS,tls,b1866,JW1855,,,,,,,,
tatD,mttC,yigW,yigX,b4483,JW5931,,,,,,
napG,yojA,yojB,b2205,JW2193,,,,,,,
pbpG,yohB,b2134,JW5355,,,,,,,,
pdeN,rtn,b2176,JW2164,,,,,,,,
paaG,ydbT,b1394,JW1389,,,,,,,,
phnE,phnE2,b4103,JW4065,,,,,,,,
pyrG,b2780,JW2751,,,,,,,,,
rbsR,b3753,JW3732,,,,,,,,,
ribA,b1277,JW1269,,,,,,,,,
rfaY,waaY,b3625,JW3600,,,,,,,,
rfaJ,waaJ,b3626,JW3601,,,,,,,,
rplQ,b3294,JW3256,,,,,,,,,
rlpA,b0633,JW0628,,,,,,,,,
rpsL,strA,b3342,JW3304,,,,,,,,
rpsF,b4200,JW4158,,,,,,,,,
rstB,uspT,b1609,JW1601,,,,,,,,
rsxC,rnfC,ydgN,b1629,JW1621,,,,,,,
sapF,b1290,JW1283,,,,,,,,,
sfmC,b0531,JW0520,,,,,,,,,
proS,drpA,b0194,JW0190,,,,,,,,
nohD,nohB,b0560,JW0549,,,,,,,,
nfi,yjaF,b3998,JW5547,,,,,,,,
nepI,yicM,b3662,JW5938,,,,,,,,
ybiY,b0824,JW0808,,,,,,,,,
priC,b0467,JW0456,,,,,,,,,
fryC,ypdG,b2386,JW2383,,,,,,,,
prfH,b0236,JW0226,,,,,,,,,
rhsC,b0700,JW0689,,,,,,,,,
rfaS,b3629,JW3604,,,,,,,,,
rfbB,rmlB,b2041,JW2026,,,,,,,,
rlmB,yjfH,b4180,JW4138,,,,,,,,
rlhA,ydcP,b1435,JW1431,,,,,,,,
rnlA,std,yfjN,b2630,JW2611,,,,,,,
rpnA,yhgA,b3411,JW3374,,,,,,,,
rob,b4396,JW4359,,,,,,,,,
rpsJ,nusE,b3321,JW3283,,,,,,,,
rsmF,yebU,b1835,JW5301,,,,,,,,
rutD,ycdJ,b1009,JW0994,,,,,,,,
rzpR,ydaX,b1362,JW5212,,,,,,,,
rzoR,b4528,JW5213,,,,,,,,,
sspB,b3228,JW3197,,,,,,,,,
gltX,b2400,JW2395,,,,,,,,,
tdcB,b3117,JW3088,,,,,,,,,
ompC,meoA,par,b2215,JW2203,,,,,,,
proC,b0386,JW0377,,,,,,,,,
mdoH,opgH,b1049,JW1037,,,,,,,,
oxyR,momR,mor,b3961,JW3933,,,,,,,
paoC,yagR,b0284,JW0278,,,,,,,,
paoD,yagQ,b0283,JW0277,,,,,,,,
paaF,ydbR,b1393,JW1388,,,,,,,,
phoE,ompE,b0241,JW0231,,,,,,,,
hyuA,ygeZ,b2873,JW2841,,,,,,,,
priA,b3935,JW3906,,,,,,,,,
ppdB,ygdC,b2825,JW5451,,,,,,,,
yggS,b2951,JW2918,,,,,,,,,
rplS,b2606,JW2587,,,,,,,,,
rpmC,b3312,JW3274,,,,,,,,,
rplT,pdzA,b1716,JW1706,,,,,,,,
rpmG,b3636,JW3611,,,,,,,,,
rplI,b4203,JW4161,,,,,,,,,
rlmL,rlmK,rlmKL,ycbY,b0948,JW0931,,,,,,
rluA,yabO,b0058,JW0057,,,,,,,,
rfbD,rmlD,b2040,JW2025,,,,,,,,
rlmA,rrmA,yebH,b1822,JW1811,,,,,,,
ruvB,b1860,JW1849,,,,,,,,,
secY,prlA,b3300,JW3262,,,,,,,,
yihQ,squQ,b3878,JW3849,,,,,,,,
spoT,b3650,JW3625,,,,,,,,,
nadA,nicA,b0750,JW0733,,,,,,,,
nrdG,yjgE,b4237,JW4196,,,,,,,,
nhaR,antO,b0020,JW0019,,,,,,,,
mdoB,opgB,yjjO,b4359,JW5794,,,,,,,
ompT,b0565,JW0554,,,,,,,,,
otnC,ygbL,b2738,JW2708,,,,,,,,
paaX,ydbY,b1399,JW1394,,,,,,,,
ppdC,ygdA,b2823,JW2791,,,,,,,,
rsmB,fmu/fmv,rrmB,sun,yhdB,b3289,JW3250,,,,,
rtcA,yhgJ,yhgK,b4475,JW5688,,,,,,,
rzoD,b4510,JW5080,,,,,,,,,
sfsB,nlp,sfs7,b3188,JW3155,,,,,,,
speA,b2938,JW2905,,,,,,,,,
ssuC,ycbM,b0934,JW5121,,,,,,,,
symE,dinL,sosC,yjiW,b4347,JW4310,,,,,,
smrA,ydaL,b1340,JW1334,,,,,,,,
tcyJ,fliY,yzzR,b1920,JW1905,,,,,,,
tfaR,ynaC,b1373,JW1367,,,,,,,,
araE,b2841,JW2809,,,,,,,,,
bglG,bglC,b3723,JW3701,,,,,,,,
bglX,yohA,b2132,JW2120,,,,,,,,
bhsA,comC,ycfR,b1112,JW1098,,,,,,,
chbF,celF,ydjD,b1734,JW1723,,,,,,,
citX,ybdU,b0614,JW0606,,,,,,,,
dapD,b0166,JW0161,,,,,,,,,
gltD,aspB,b3213,JW3180,,,,,,,,
gsiD,yliD,b0832,JW0816,,,,,,,,
gspC,yheE,b3324,JW3286,,,,,,,,
gyrB,acrB,cou,himB,hisU,nalC,parA,pcbA,b3699,JW5625,,
hda,idaB,yfgE,b2496,JW5397,f248c,,,,,,
hemH,popA,visA,b0475,JW0464,,,,,,,
htrL,yibB,b3618,JW5644,,,,,,,,
hyfG,b2487,JW2472,,,,,,,,,
hyfD,b2484,JW2469,,,,,,,,,
gcl,b0507,JW0495,,,,,,,,,
adk,dnaW,plsA,b0474,JW0463,,,,,,,
pykA,b1854,JW1843,,,,,,,,,
kdpE,b0694,JW5096,,,,,,,,,
ligB,yicF,b3647,JW3622,,,,,,,,
ltnD,ygbJ,b2736,JW2706,,,,,,,,
lyx,lyxK,sgbK,xylK,yiaP,b3580,JW3552,,,,,
lolE,ycfW,b1118,JW1104,,,,,,,,
nnr,yjeF,b4167,JW4125,,,,,,,,
nlpC,b1708,JW1698,,,,,,,,,
nuoE,b2285,JW2280,,,,,,,,,
nuoN,b2276,JW2271,,,,,,,,,
pfkB,b1723,JW5280,,,,,,,,,
pgaA,ycdS,b1024,JW1010,,,,,,,,
phoP,b1130,JW1116,,,,,,,,,
phnO,b4093,JW4054,,,,,,,,,
perM,yfgO,b2493,JW2478,,,,,,,,
pncC,ygaD,b2700,JW2670,,,,,,,,
pgrR,ycjZ,b1328,JW1321,,,,,,,,
ppiA,rot,rotA,b3363,JW3326,,,,,,,
cmtA,b2933,JW2900,,,,,,,,,
pssA,pss,b2585,JW2569,,,,,,,,
pspC,b1306,JW1299,,,,,,,,,
pyrI,b4244,JW4203,,,,,,,,,
argT,b2310,JW2307,,,,,,,,,
atl,ybaZ,b0454,JW0444,,,,,,,,
astD,ydjU,b1746,JW5282,,,,,,,,
fruK,fpk,b2168,JW2155,,,,,,,,
kduD,ygeC,yqeD,b2842,JW2810,,,,,,,
gloA,b1651,JW1643,,,,,,,,,
leuD,b0071,JW0070,,,,,,,,,
lplT,ygeD,b2835,JW2803,,,,,,,,
rrrD,arrD,ybcS,b0555,JW0544,,,,,,,
lpoA,yraM,b3147,JW3116,,,,,,,,
lpxH,ybbF,b0524,JW0513,,,,,,,,
lomR,b4570,JW5884/JW5904,b1369/b1371,,,,,,,,
mdtF,yhiV,b3514,JW3482,,,,,,,,
manA,pmi,b1613,JW1605,,,,,,,,
mcrA,rglA,b1159,JW1145,,,,,,,,
mazF,chpA,chpAK,b2782,JW2753,,,,,,,
mglA,b2149,JW2136,,,,,,,,,
mtfA,yeeI,b1976,JW1958,,,,,,,,
nadK,yfjB,yfjE,b2615,JW2596,,,,,,,
nac,b1988,JW1967,,,,,,,,,
nadD,ybeN,b0639,JW0634,,,,,,,,
norW,flrR,ygbD,b2711,JW2681,,,,,,,
nfuA,gntY,yhgI,b3414,JW3377,,,,,,,
nfsB,dprA,nfnB,nfsI,ntr,b0578,JW0567,,,,,
nudI,yfaO,b2251,JW2245,,,,,,,,
nudK,yffH,b2467,JW2451,,,,,,,,
ompW,yciD,b1256,JW1248,,,,,,,,
otsA,b1896,JW5312,,,,,,,,,
ompX,ybiG,b0814,JW0799,,,,,,,,
pcnB,b0143,JW5808,,,,,,,,,
panC,b0133,JW0129,,,,,,,,,
paaA,ydbO,b1388,JW1383,,,,,,,,
pflC,yijM,b3952,JW3924,,,,,,,,
puuE,goaG,b1302,JW1295,,,,,,,,
ptsI,b2416,JW2409,,,,,,,,,
gatC,b2092,JW2076,,,,,,,,,
pxpC,ybgK,b0712,JW0702,,,,,,,,
pstB,phoT,b3725,JW3703,,,,,,,,
lysC,apk,b4024,JW3984,,,,,,,,
allB,glxB3,ybbX,b0512,JW0500,,,,,,,
argA,b2818,JW2786,,,,,,,,,
argG,b3172,JW3140,,,,,,,,,
eptA,pmrC,yjdB,b4114,JW5730,,,,,,,
flhC,flaI,b1891,JW1880,,,,,,,,
fliI,fla,AIII,flaC,b1941,JW1925,,,,,,
fucU,b2804,JW2775,,,,,,,,,
fucO,b2799,JW2770,,,,,,,,,
galE,galD,b0759,JW0742,,,,,,,,
frlR,yhfR,b3375,JW5698,,,,,,,,
lipB,b0630,JW5089,,,,,,,,,
ldrB,b4421,JW5958,,,,,,,,,
ilvL,b3766,JW3739,,,,,,,,,
lsrR,ydeW,b1512,JW1505,,,,,,,,
aceB,mas,b4014,JW3974,,,,,,,,
glcB,glc,b2976,JW2943,,,,,,,,
msyB,b1051,JW1039,,,,,,,,,
mukE,kicA,ycbA,b0923,JW0906,,,,,,,
mutT,b0099,JW0097,,,,,,,,,
narW,b1466,JW1461,,,,,,,,,
nagC,nagR,b0676,JW0662,,,,,,,,
nfrA,b0568,JW0557,,,,,,,,,
nudG,ynjG,b1759,JW1748,,,,,,,,
osmC,b1482,JW1477,,,,,,,,,
mrcA,ponA,b3396,JW3359,,,,,,,,
paaZ,maoC,ydbN,b1387,JW1382,,,,,,,
pcm,b2743,JW2713,,,,,,,,,
phnJ,b4098,JW4059,,,,,,,,,
pepQ,b3847,JW3823,,,,,,,,,
yghJ,b4466,JW5925,ECK2968,,,,,,,,
ampG,b0433,JW0423,,,,,,,,,
actP,yjcG,b4067,JW4028,,,,,,,,
aroL,b0388,JW0379,,,,,,,,,
btuF,yadT,b0158,JW0154,,,,,,,,
bioP,yigM,b3827,JW3803,,,,,,,,
glnA,b3870,JW3841,,,,,,,,,
gltI,ybeJ,yzzK,b0655,JW5092,,,,,,,
gspD,yheF,b3325,JW5707,,,,,,,,
gutM,srlM,b2706,JW2675,,,,,,,,
hisH,b2023,JW2005,,,,,,,,,
lapA,yciS,b1279,JW1271,,,,,,,,
lsrA,ego,ydeX,b1513,JW1506,,,,,,,
livG,b3455,JW3420,,,,,,,,,
mdtK,norE,norM,ydhE,b1663,JW1655,,,,,,
wrbA,b1004,JW0989,,,,,,,,,
nirD,b3366,JW3329,,,,,,,,,
nagB,glmD,b0678,JW0664,,,,,,,,
nrfG,yjcN,b4076,JW4037,,,,,,,,
sucA,b0726,JW0715,,,,,,,,,
pdeR,gmr,yciR,b1285,JW1278,,,,,,,
pepT,b1127,JW1113,,,,,,,,,
ppk,b2501,JW2486,,,,,,,,,
lysA,b2838,JW2806,,,,,,,,,
intF,yagO,b0281,JW0275,,,,,,,,
insC3,b1997,JW1978,,,,,,,,,
insF2,b0372,JW0363,,,,,,,,,
ispF,mecS,ygbB,b2746,JW2716,,,,,,,
kilR,kil,ydaD,b1352,JW1347,,,,,,,
lhgD,lhgO,ygaF,b2660,JW2635,,,,,,,
rhoL,b3782,JW3755,,,,,,,,,
lpoB,ycfM,b1105,JW5157,,,,,,,,
lptF,yjgP,b4261,JW4218,,,,,,,,
lsrB,yneA,b1516,JW1509,,,,,,,,
mdaB,mda66,b3028,JW2996,,,,,,,,
manB,cpsG,rfbL,b2048,JW2033,,,,,,,
malE,b4034,JW3994,,,,,,,,,
menI,ydiI,b1686,JW1676,,,,,,,,
mglC,b2148,JW2135,,,,,,,,,
miaA,trpX,b4171,JW4129,,,,,,,,
metAS,metA,b4013,JW3973,,,,,,,,
metB,b3939,JW3910,,,,,,,,,
mscK,aefA,kefA,b0465,JW0454,,,,,,,
nemA,ydhN,b1650,JW1642,,,,,,,,
mdoG,opgG,b1048,JW1035,,,,,,,,
prlC,opdA,b3498,JW3465,,,,,,,,
otnI,ygbM,b2739,JW2709,,,,,,,,
oxc,yfdU,b2373,JW2370,,,,,,,,
parE,nfxD,b3030,JW2998,,,,,,,,
pitA,pit,b3493,JW3460,,,,,,,,
pgaB,ycdR,b1023,JW5142,,,,,,,,
phoQ,b1129,JW1115,,,,,,,,,
ppiC,parVA,b3775,JW3748,,,,,,,,
aphA,napA,yjbP,b4055,JW4015,,,,,,,
ascG,b2714,JW5434,,,,,,,,,
azuC,b4663,JW1891.1,,,,,,,,,
eutD,eutI,ypfA,b2458,JW2442,,,,,,,
essQ,ydfS,b1556,JW5255,,,,,,,,
eutL,yffJ,b2439,JW2432,,,,,,,,
essD,ybcR,b0554,JW0543,,,,,,,,
fadA,oldA,b3845,JW5578,,,,,,,,
eutB,b2441,JW2434,,,,,,,,,
flgN,b1070,JW1057,,,,,,,,,
folD,ads,b0529,JW0518,,,,,,,,
flxA,b1566,JW1558,,,,,,,,,
fhuD,b0152,JW0148,,,,,,,,,
fimE,b4313,JW4276,,,,,,,,,
garP,yhaU,b3127,JW3096,,,,,,,,
galM,b0756,JW0739,,,,,,,,,
fumD,ydhZ,b1675,JW1665,,,,,,,,
glmS,b3729,JW3707,,,,,,,,,
gph,yhfE,b3385,JW3348,,,,,,,,
gsiB,yliB,b0830,JW5111,,,,,,,,
hemA,b1210,JW1201,,,,,,,,,
melB,mel-4,b4120,JW4081,,,,,,,,
mdtB,yegN,b2075,JW2060,,,,,,,,
malT,malA,b3418,JW3381,,,,,,,,
menF,yfbA,b2265,JW2260,,,,,,,,
macA,ybjY,b0878,JW0862,,,,,,,,
mipA,yeaF,b1782,JW1771,,,,,,,,
mhpA,b0347,JW0338,,,,,,,,,
mhpT,yaiK,b0353,JW5046,,,,,,,,
msrB,yeaA,b1778,JW1767,,,,,,,,
mog,chlG,mogA,yaaG,b0009,JW0008,,,,,,
solA,b1059,JW1046,,,,,,,,,
mzrA,ecfM,yqjB,b3096,JW3067,,,,,,,
cobB,ycfY,b1120,JW1106,,,,,,,,
plsX,b1090,JW5156,,,,,,,,,
betA,b0311,JW0303,,,,,,,,,
eutN,cchB,yffY,b2456,JW2440,,,,,,,
fcl,wcaG,yefB,b2052,JW2037,,,,,,,
frc,yfdW,b2374,JW2371,,,,,,,,
kbp,ygaU,yzzM,b2665,JW2640,,,,,,,
lfhA,fhiA,b0229,JW5811,,,,,,,,
lpxD,firA,omsA,b0179,JW0174,,,,,,,
lolA,lplA,yzzV,b0891,JW0874,,,,,,,
mdtG,yceE,b1053,JW1040,,,,,,,,
mmuM,yagD,b0261,JW0253,,,,,,,,
mscM,yjeP,b4159,JW4120,,,,,,,,
murG,b0090,JW0088,,,,,,,,,
aceE,b0114,JW0110,,,,,,,,,
osmE,anr,b1739,JW1728,,,,,,,,
paoB,yagS,b0285,JW0279,,,,,,,,
patA,ygjG,b3073,JW5510,,,,,,,,
pinQ,ydfL,b1545,JW1538,,,,,,,,
phnG,b4101,JW4062,,,,,,,,,
pgpC,yfhB,b2560,JW5408,,,,,,,,
ppsA,pps,b1702,JW1692,,,,,,,,
preA,yeiA,b2147,JW2134,,,,,,,,
priB,b4201,JW4159,,,,,,,,,
prmA,yhdI,b3259,JW3227,,,,,,,,
prmC,hemK,b1212,JW1203,,,,,,,,
acrE,envC,b3265,JW3233,,,,,,,,
arnC,pmrF,yfbF,b2254,JW2248,,,,,,,
tufB,b3980,JW3943,,,,,,,,,
eutH,yffU,b2452,JW2436,,,,,,,,
feaB,maoB,padA,ydbG,b1385,JW1380,,,,,,
exoD,ybcC,b0539,JW0526,,,,,,,,
fetA,ybbL,b0490,JW0479,,,,,,,,
fliF,fla,AII.1,fla,BI,b1938,JW1922,,,,,
fliQ,flaQ,b1949,JW1933,,,,,,,,
feoB,b3409,JW3372,,,,,,,,,
frlA,yhfM,b3370,JW3333,,,,,,,,
minC,b1176,JW1165,,,,,,,,,
mnmA,asuE,trmU,ycfB,b1133,JW1119,,,,,,
mioC,yieB,b3742,JW3720,,,,,,,,
metE,b3829,JW3805,,,,,,,,,
modF,ORF6,phrA,b0760,JW0743,,,,,,,
mreD,b3249,JW3218,,,,,,,,,
moeB,chlN,b0826,JW0810,,,,,,,,
murA,murZ,b3189,JW3156,,,,,,,,
nirB,b3365,JW3328,,,,,,,,,
nfsA,mda18,mdaA,ybjB,b0851,JW0835,,,,,,
nudL,yeaB,b1813,JW1802,,,,,,,,
nusA,b3169,JW3138,,,,,,,,,
nrfA,b4070,JW4031,,,,,,,,,
aceF,b0115,JW0111,,,,,,,,,
ogrK,b2082,JW2067,,,,,,,,,
panZ,panM,yhhK,b3459,JW3424,,,,,,,
pal,excC,b0741,JW0731,,,,,,,,
argB,b3959,JW5553,,,,,,,,,
acrD,yffA,b2470,JW2454,,,,,,,,
hisM,b2307,JW2304,,,,,,,,,
hldE,rfaE,waaE,yqiF,b3052,JW3024,,,,,,
hyi,gip,ybbG,b0508,JW0496,,,,,,,
ilvC,b3774,JW3747,,,,,,,,,
JW5936,,,,,,,,,,,
JW5928,,,,,,,,,,,
idnO,yjgU,b4266,JW4223,,,,,,,,
insB1,b0021,JW0020,,,,,,,,,
insD2,b1402,JW1397,,,,,,,,,
insH9,b2982,JW2949,,,,,,,,,
insC1,b0360,JW0351,,,,,,,,,
insO1,b0257,JW0247,,,,,,,,,
iscX,yfhJ,b2524,JW2508,,,,,,,,
katG,b3942,JW3914,,,,,,,,,
prs,prsA,b1207,JW1198,,,,,,,,
kdpC,b0696,JW0684,,,,,,,,,
kdpF,b4513,JW0687,,,,,,,,,
kbl,b3617,JW3592,,,,,,,,,
lepA,b2569,JW2553,,,,,,,,,
mgrB,yobG,b1826,JW1815,,,,,,,,
mltA,mlt,ygdM,b2813,JW2784,,,,,,,
metH,b4019,JW3979,,,,,,,,,
mscS,yggB,b2924,JW2891,,,,,,,,
ninE,b0548,JW0536,,,,,,,,,
pagP,crcA,ybeG,b0622,JW0617,,,,,,,
pinE,pin,b1158,JW1144,,,,,,,,
phnE1,b4104,JW4065,,,,,,,,,
phnL,b4096,JW4057,,,,,,,,,
aroA,b0908,JW0891,,,,,,,,,
bfd,yheA,b3337,JW3299,,,,,,,,
elaA,yfbC,b2267,JW2262,,,,,,,,
fadJ,yfcX,b2341,JW2338,,,,,,,,
eutT,ypfB,b2459,JW2443,,,,,,,,
fecA,b4291,JW4251,,,,,,,,,
focA,ycaE,b0904,JW0887,,,,,,,,
fixX,yaaT,b0044,JW0043,,,,,,,,
flgM,b1071,JW1058,,,,,,,,,
fliN,flaN,motD,b1946,JW1930,,,,,,,
fieF,yiiP,b3915,JW3886,,,,,,,,
glcG,yghC,b2977,JW2944,,,,,,,,
hisQ,b2308,JW2305,,,,,,,,,
hemG,yihB,b3850,JW3827,,,,,,,,
hfq,b4172,JW4130,,,,,,,,,
jayE,ymfP,b1152,JW5170,,,,,,,,
ispG,gcpE,b2515,JW2499,,,,,,,,
kdpB,b0697,JW0685,,,,,,,,,
lgoT,yjiZ,yjjL,b4356,JW4319,,,,,,,
lptE,rlpB,b0641,JW0636,,,,,,,,
lsrK,ydeV,b1511,JW1504,,,,,,,,
arcB,b3210,JW5536,,,,,,,,,
ascB,b2716,JW2686,,,,,,,,,
hlyE,clyA,hpr,sheA,ycgD,b1182,JW5181,,,,,
hipA,b1507,JW1500,,,,,,,,,
hemX,b3803,JW3775,,,,,,,,,
hns,bglY,cur,drdX,hnsA,msyA,osmZ,pilG,topS,b1237,JW1225,
hofC,hopC,yacD,b0106,JW0102,,,,,,,
hycA,hevA,b2725,JW2695,,,,,,,,
hokA,yiaZ,b4455,JW3526,,,,,,,,
hypA,b2726,JW2696,,,,,,,,,
hycD,hevD,b2722,JW2692,,,,,,,,
insH3,b0656,JW0652,,,,,,,,,
insF1,b0299,JW0293,,,,,,,,,
insE2,b0373,JW5050,,,,,,,,,
intB,b4271,JW4227,,,,,,,,,
idnT,gntW,yjgT,b4265,JW4222,,,,,,,
leuB,b0073,JW5807,,,,,,,,,
ldcA,ycgQ,b1192,JW1181,,,,,,,,
lpxC,asmB,envA,b0096,JW0094,,,,,,,
mdtD,yegB,b2077,JW2062,,,,,,,,
malF,b4033,JW3993,,,,,,,,,
malG,b4032,JW3992,,,,,,,,,
mlc,b1594,JW1586,,,,,,,,,
metQ,yaeC,b0197,JW0193,,,,,,,,
modB,chlJ,b0764,JW0747,,,,,,,,
moaB,chlA2,b0782,JW0765,,,,,,,,
msbA,b0914,JW0897,,,,,,,,,
mobA,chlB,mob,narB,b3857,JW3829,,,,,,
yedP,b1955,JW1938,,,,,,,,,
nanK,yhcI,b3222,JW5538,,,,,,,,
narY,b1467,JW1462,,,,,,,,,
nikE,b3480,JW3445,,,,,,,,,
nrfE,yjcL,b4074,JW4035,,,,,,,,
pckA,pck,b3403,JW3366,,,,,,,,
dadX,alnB,dadB,b1190,JW1179,,,,,,,
argC,b3958,JW3930,,,,,,,,,
degS,hhoB,htrH,b3235,JW3204,,,,,,,
gldA,b3945,JW5556,,,,,,,,,
folE,b2153,JW2140,,,,,,,,,
gntU,b4476,JW5686,,,,,,,,,
gspL,yheK,b3333,JW5705,,,,,,,,
higB,ygjN,b3083,JW3054,,,,,,,,
insB6,b3445,JW3409,,,,,,,,,
insI4,b4284,JW4244,,,,,,,,,
leuE,yeaS,b1798,JW1787,,,,,,,,
gspO,hofD,hopD,hopO,yheC,b3335,JW3297,,,,,
hisL,b2018,JW2000,,,,,,,,,
mltB,b2701,JW2671,,,,,,,,,
mutS,fdv,b2733,JW2703,,,,,,,,
mtlR,b3601,JW3575,,,,,,,,,
nanT,b3224,JW3193,,,,,,,,,
norV,flrD,ygaI,ygaJ,ygaK,b2710,JW2680,,,,,
yhdE,b3248,JW3217,,,,,,,,,
nusG,b3982,JW3945,,,,,,,,,
aas,b2836,JW2804,,,,,,,,,
aceK,b4016,JW3976,,,,,,,,,
cydD,htrD,b0887,JW0870,,,,,,,,
cysA,b2422,JW2415,,,,,,,,,
cysH,b2762,JW2732,,,,,,,,,
cvpA,dedE,b2313,JW2310,,,,,,,,
dctR,yhiF,b3507,JW3475,,,,,,,,
hcaC,hcaA3,phdB,yfhW,b2540,JW2524,,,,,,
hicB,ydcQ,b1438,JW1433,,,,,,,,
hha,b0460,JW0449,,,,,,,,,
ispH,lytB,yaaE,b0029,JW0027,,,,,,,
mraZ,yabB,b0081,JW0079,,,,,,,,
mrr,b4351,JW4314,,,,,,,,,
norR,ygaA,b2709,JW5843,,,,,,,,
nuoL,b2278,JW2273,,,,,,,,,
nuoH,b2282,JW2277,,,,,,,,,
ogt,b1335,JW1329,,,,,,,,,
caiF,b0034,JW0033,,,,,,,,,
