ybeZ,b0660,JW0657,,,,,,,,,
potD,b1123,JW1109,,,,,,,,,
psd,b4160,JW4121,,,,,,,,,
agaD,yraF,b3140,JW3109,,,,,,,,
pspA,b1304,JW1297,,,,,,,,,
pyrC,b1062,JW1049,,,,,,,,,
radD,yejH,yejI,yejJ,b2184,JW2172,,,,,,
recQ,b3822,JW5855,,,,,,,,,
recO,b2565,JW2549,,,,,,,,,
rbsD,b3748,JW5857,,,,,,,,,
rarA,mgsA,ycaJ,b0892,JW0875,,,,,,,
rfc,yefF,b2035,JW2020,,,,,,,,
rplO,b3301,JW3263,,,,,,,,,
rplY,b2185,JW2173,,,,,,,,,
ykgO,rpmJ2,b4506,JW5034,,,,,,,,
rlmD,rumA,ygcA,b2785,JW2756,,,,,,,
rpoN,glnF,ntrA,b3202,JW3169,,,,,,,
rph,orfE,b3643,JW3618,,,,,,,,
rpiA,ygfC,b2914,JW5475,,,,,,,,
rodZ,yfgA,b2516,JW2500,,,,,,,,
rseC,b2570,JW2554,,,,,,,,,
aldA,ald,b1415,JW1412,,,,,,,,
argR,xerA,b3237,JW3206,,,,,,,,
apt,b0469,JW0458,,,,,,,,,
artI,b0863,JW0847,,,,,,,,,
bipA,o591,typA,yihK,b3871,JW5571,,,,,,
tap,b1885,JW1874,,,,,,,,,
metF,b3941,JW3913,,,,,,,,,
mntP,yebN,b1821,JW5830,,,,,,,,
mtlD,b3600,JW3574,,,,,,,,,
narL,frdR,b1221,JW1212,,,,,,,,
narQ,b2469,JW2453,,,,,,,,,
narI,chlI,b1227,JW1218,,,,,,,,
pdxK,yfeI,b2418,JW2411,,,,,,,,
mrcB,pbpF,ponB,b0149,JW0145,,,,,,,
pdeI,yliE,b0833,JW0817,,,,,,,,
pgk,b2926,JW2893,,,,,,,,,
appA,b0980,JW0963,,,,,,,,,
pphC,yegK,b2072,JW2057,,,,,,,,
frvB,yiiJ,b3899,JW5562,,,,,,,,
pth,b1204,JW1195,,,,,,,,,
pstA,phoT,b3726,JW3704,,,,,,,,
pspD,b1307,JW1300,,,,,,,,,
rayT,TnpAREP,yafM,b0228,JW0218,,,,,,,
rbfA,P15B,yhbB,b3167,JW3136,,,,,,,
rhtC,yigJ,b3823,JW5586,,,,,,,,
ybiA,b0798,JW0783,,,,,,,,,
rhaT,b3907,JW3878,,,,,,,,,
rfaQ,waaQ,b3632,JW3607,,,,,,,,
rplJ,b3985,JW3948,,,,,,,,,
rlmM,ygdE,b2806,JW2777,b1976,,,,,,,
rffH,rmlA2,yifG,b3789,JW3763,,,,,,,
yccX,b0968,JW5131,,,,,,,,,
insC5,b3044,JW3012,,,,,,,,,
insC6,b4272,JW4229,,,,,,,,,
insH5,b1370,JW1363,,,,,,,,,
insB4,b0988,JW0972,,,,,,,,,
intE,ycfI,b1140,JW1126,,,,,,,,
insK,dinS,b3558,JW3528,,,,,,,,
insD6,b4273,JW4230,,,,,,,,,
ibsA,b4667,JW2058.1,,,,,,,,,
lacY,b0343,JW0334,,,,,,,,,
lacI,b0345,JW0336,,,,,,,,,
lapB,yciM,b1280,JW1272,,,,,,,,
lptA,yhbN,b3200,JW3167,,,,,,,,
trpL,trpEE,b1265,JW1257,,,,,,,,
lpxA,b0181,JW0176,,,,,,,,,
livH,b3457,JW3422,,,,,,,,,
matP,ycbG,b0956,JW0939,,,,,,,,
tar,cheM,b1886,JW1875,,,,,,,,
menH,yfbB,b2263,JW2258,,,,,,,,
msrC,yebR,b1832,JW1821,,,,,,,,
mutY,micA,b2961,JW2928,,,,,,,,
narZ,b1468,JW1463,,,,,,,,,
nrdD,b4238,JW4197,,,,,,,,,
nlpD,b2742,JW2712,,,,,,,,,
ompA,con,tolG,tut,b0957,JW0940,,,,,,
orn,o204a,yjeR,b4162,JW5740,,,,,,,
pdxH,b1638,JW1630,,,,,,,,,
panB,b0134,JW0130,,,,,,,,,
paaE,ydbR,b1392,JW1387,,,,,,,,
pptA,ydcE,b1461,JW1456,,,,,,,,
pxpA,ybgL,b0713,JW0703,,,,,,,,
puuC,aldH,b1300,JW1293,,,,,,,,
purR,b1658,JW1650,,,,,,,,,
pstS,phoS,b3728,JW3706,,,,,,,,
fryA,ypdD,b2383,JW2380,,,,,,,,
manX,gptB,ptsL,b1817,JW1806,,,,,,,
treB,b4240,JW4199,,,,,,,,,
glvC,ptiC,b3683,JW3660,,,,,,,,
agaV,yhaY,b3133,JW3102,,,,,,,,
pta,b2297,JW2294,,,,,,,,,
renD,b0542,JW0530,,,,,,,,,
rcsD,yojN,yojP,yojQ,b2216,JW2204,,,,,,
recR,b0472,JW0461,,,,,,,,,
nrdE,b2675,JW2650,,,,,,,,,
rfaB,waaB,b3628,JW3603,,,,,,,,
rpmE,b3936,JW3907,,,,,,,,,
adhE,ana,b1241,JW1228,,,,,,,,
baeS,b2078,JW2063,,,,,,,,,
bamB,yfgL,b2512,JW2496,,,,,,,,
dapF,b3809,JW5592,,,,,,,,,
ibsD,b4664,JW3023.1,,,,,,,,,
kch,b1250,JW1242,,,,,,,,,
mdtP,yjcP,b4080,JW4041,,,,,,,,
mdtM,yjiO,b4337,JW4300,,,,,,,,
mdtO,yjcQ,b4081,JW4042,,,,,,,,
mpl,yjfG,b4233,JW4192,,,,,,,,
pdxI,ydbC,b1406,JW1403,,,,,,,,
pabB,b1812,JW1801,,,,,,,,,
paaI,ydbV,b1396,JW1391,,,,,,,,
phnN,b4094,JW4055,,,,,,,,,
prpC,yahS,yzzD,b0333,JW0324,,,,,,,
murP,yfeV,b2429,JW2422,,,,,,,,
pspF,ycjB,b1303,JW1296,,,,,,,,
queA,b0405,JW0395,,,,,,,,,
queD,ygcM,b2765,JW2735,,,,,,,,
relE,b1563,JW1555,,,,,,,,,
recF,uvrF,b3700,JW3677,,,,,,,,
rbsC,b3750,JW3729,,,,,,,,,
rbsA,b3749,JW3728,,,,,,,,,
rarD,b3819,JW5589,,,,,,,,,
prfC,miaD,tos,b4375,JW5873,,,,,,,
rhaM,yiiL,b3901,JW3872,,,,,,,,
ribF,yaaC,b0025,JW0023,,,,,,,,
araJ,b0396,JW0386,,,,,,,,,
atpD,papB,uncD,b3732,JW3710,,,,,,,
betT,b0314,JW0306,,,,,,,,,
ftsA,divA,b0094,JW0092,,,,,,,,
glnK,ybaI,b0450,JW0440,,,,,,,,
glpC,b2243,JW2237,,,,,,,,,
hisJ,b2309,JW2306,,,,,,,,,
hinT,ycfF,b1103,JW1089,,,,,,,,
infA,b0884,JW0867,,,,,,,,,
mocA,ygfJ,b2877,JW2845,,,,,,,,
mqsA,ygiT,b3021,JW2989,,,,,,,,
mqsR,ygiU,b3022,JW2990,,,,,,,,
motA,flaJ,b1890,JW1879,,,,,,,,
napD,yojF,b2207,JW2195,,,,,,,,
nadC,b0109,JW0105,,,,,,,,,
nuoK,b2279,JW2274,,,,,,,,,
ompF,cmlB,coa,cry,tolF,b0929,JW0912,,,,,
nusB,groNB,ssyB,b0416,JW0406,,,,,,,
panE,apbA,b0425,JW0415,,,,,,,,
pgpA,yajN,b0418,JW0408,,,,,,,,
pqiB,pqi5B,b0951,JW0934,,,,,,,,
pntA,b1603,JW1595,,,,,,,,,
puuB,ordL,ycjA,b1301,JW1294,,,,,,,
ptrB,tlp,b1845,JW1834,,,,,,,,
rem,b1561,JW1553,,,,,,,,,
rcsC,b2218,JW5917/JW5920,,,,,,,,,
rhmT,yfaV,b2246,JW2240,,,,,,,,
rfaP,waaP,b3630,JW3605,,,,,,,,
rhaD,rhuA,b3902,JW3873,,,,,,,,
argH,b3960,JW3932,,,,,,,,,
astE,ydjS,b1744,JW1733,,,,,,,,
hemB,ncf,b0369,JW0361,,,,,,,,
hyaD,b0975,JW0957,,,,,,,,,
hypF,hydA,b2712,JW5433,,,,,,,,
hycH,hevH,b2718,JW2688,,,,,,,,
hrpA,b1413,JW5905,,,,,,,,,
hspQ,yccV,b0966,JW5970,,,,,,,,
mbiA,htgA,htpY,b0012,JW5001,,,,,,,
mdtQ,yohG,yohH,b2139,JW5838/JW5358,b2138,,,,,,
maeA,sfcA,b1479,JW5238,,,,,,,,
mntH,yfeP,b2392,JW2388,,,,,,,,
mtnN,mtn,pfs,yadA,b0159,JW0155,,,,,,
nadR,nadI,b4390,JW5800,,,,,,,,
ydbK,b1378,JW1372,,,,,,,,,
nuoA,b2288,JW2283,,,,,,,,,
nupC,cru,b2393,JW2389,,,,,,,,
phoU,nmpA,b3724,JW3702,,,,,,,,
paaJ,paaE,ydbW,b1397,JW1392,,,,,,,
perR,b0254,JW0244,,,,,,,,,
phoA,b0383,JW0374,,,,,,,,,
prc,tsp,b1830,JW1819,,,,,,,,
prpD,yahT,b0334,JW0325,,,,,,,,
proX,proU,b2679,JW2654,,,,,,,,
puuR,ycjC,b1299,JW1292,,,,,,,,
gatA,b2094,JW2078/JW2081,,,,,,,,,
pyrF,b1281,JW1273,,,,,,,,,
aspA,b4139,JW4099,,,,,,,,,
hemF,b2436,JW2429,,,,,,,,,
insI3,b1404,JW1401,,,,,,,,,
iscA,yfhF,b2528,JW2512,,,,,,,,
lhr,rhlF,b1653,JW1645,,,,,,,,
ivbL,b3672,JW3647,,,,,,,,,
lsrD,ydeZ,b1515,JW1508,,,,,,,,
lpxB,pgsB,b0182,JW0177,,,,,,,,
mepH,ydhO,b1655,JW5270,,,,,,,,
mreB,envB,rodY,b3251,JW3220,,,,,,,
mtr,b3161,JW3130,,,,,,,,,
mutH,mutR,prv,b2831,JW2799,,,,,,,
murE,b0085,JW0083,,,,,,,,,
napH,yejZ,b2204,JW2192,,,,,,,,
narG,bisD,narC,b1224,JW1215,,,,,,,
nanE,yhcJ,b3223,JW3192,,,,,,,,
pinH,b2648,JW5423,,,,,,,,,
malP,b3417,JW5689,,,,,,,,,
pgsA,b1912,JW1897,,,,,,,,,
potA,b1126,JW1112,,,,,,,,,
glvB,glvC,yidN,b3682,JW3659,,,,,,,
bglF,bglC,bglS,b3722,JW3700,,,,,,,
agaC,yraE,b3139,JW3108,,,,,,,,
qmcA,ybbK,b0489,JW0478,,,,,,,,
racR,ydaR,b1356,JW1351,,,,,,,,
queC,ybaX,b0444,JW0434,,,,,,,,
relA,b2784,JW2755,,,,,,,,,
recN,radB,b2616,JW5416,,,,,,,,
recJ,b2892,JW2860,,,,,,,,,
tynA,maoA,b1386,JW1381,,,,,,,,
ade,yicP,b3665,JW3640,,,,,,,,
ahpF,b0606,JW0599,,,,,,,,,
hofP,yrfA,b3392,JW5694,,,,,,,,
hokB,ydcB,b4428,JW5225,,,,,,,,
hyfE,b2485,JW2470,,,,,,,,,
JW5918,,,,,,,,,,,
insH11,b3505,JW3472,,,,,,,,,
guaB,guaR,b2508,JW5401,,,,,,,,
maeB,ypfF,b2463,JW2447,,,,,,,,
minE,b1174,JW1163,,,,,,,,,
mltG,yceG,b1097,JW1083,,,,,,,,
mliC,ydhA,b1639,JW1631,,,,,,,,
metN,abc,b0199,JW0195,,,,,,,,
mscL,yhdC,b3291,JW3252,,,,,,,,
modE,modR,b0761,JW0744,,,,,,,,
moaC,chlA3,b0783,JW0766,,,,,,,,
mukB,b0924,JW0907,,,,,,,,,
nimT,yeaN,b1791,JW1780,,,,,,,,
nudB,ntpA,b1865,JW1854,,,,,,,,
nuoG,b2283,JW2278,,,,,,,,,
osmY,b4376,JW4338,,,,,,,,,
pflB,pfl,b0903,JW0886,,,,,,,,
phnK,b4097,JW5727,,,,,,,,,
pgpB,b1278,JW1270,,,,,,,,,
plsC,parF,b3018,JW2986,,,,,,,,
frwC,yijJ,b3949,JW3921,,,,,,,,
fruB,fpr,fruF,b2169,JW2156,,,,,,,
rlmG,ygjO,b3084,JW5513,,,,,,,,
rnk,b0610,JW0602,,,,,,,,,
atpA,papA,uncA,b3734,JW3712,,,,,,,
csrA,zfiA,b2696,JW2666,,,,,,,,
cpdB,b4213,JW4171,,,,,,,,,
cysC,b2750,JW2720,,,,,,,,,
glnE,b3053,JW3025,,,,,,,,,
gspJ,yheI,b3331,JW3293,,,,,,,,
hisC,b2021,JW2003,,,,,,,,,
manC,cpsB,rfbM,b2049,JW2034,,,,,,,
malK,b4035,JW3995,,,,,,,,,
mgtS,yneM,b4599,JW1527.1,,,,,,,,
modA,b0763,JW0746,,,,,,,,,
nudJ,ymfB,b1134,JW1120,,,,,,,,
ompR,kmt,ompB,b3405,JW3368,,,,,,,
osmB,b1283,JW1275,,,,,,,,,
argI,b4254,JW4211,,,,,,,,,
pdeC,yjcC,b4061,JW4022,,,,,,,,
pdeA,yfeA,b2395,JW5391,,,,,,,,
pgaD,ycdP,b1021,JW1006,,,,,,,,
pncB,b0931,JW0914,,,,,,,,,
chbB,celA,b1738,JW1727,,,,,,,,
mhpF,mhpE,b0351,JW0342,,,,,,,,
comR,ycfQ,b1111,JW5159,,,,,,,,
dapB,b0031,JW0029,,,,,,,,,
ftsB,ygbQ,b2748,JW2718,,,,,,,,
hipB,b1508,JW1501,,,,,,,,,
hprS,yedV,b1968,JW1951,,,,,,,,
hofM,yrfD,b3395,JW5693,,,,,,,,
holB,b1099,JW1085,,,,,,,,,
hyfB,yffF,b2482,JW2467,,,,,,,,
insA3,b0275,JW0269,,,,,,,,,
insQ,tnpB,ydcM,b1432,JW5228,,,,,,,
iap,b2753,JW2723,,,,,,,,,
ispB,cel,yhbD,b3187,JW3154,,,,,,,
iprA,yaiV,b0375,JW0366,,,,,,,,
kdsB,b0918,JW0901,,,,,,,,,
kptA,yjiI,b4331,JW5784,,,,,,,,
iscR,yfhP,b2531,JW2515,,,,,,,,
kdgT,b3909,JW5560,,,,,,,,,
leuA,b0074,JW0073,,,,,,,,,
lepB,b2568,JW2552,,,,,,,,,
mdtE,yhiU,b3513,JW3481,,,,,,,,
aceA,icl,b4015,JW3975,,,,,,,,
adhP,yddN,b1478,JW1474,,,,,,,,
arcA,cpxC,dye,fexA,msp,seg,sfrA,b4401,JW4364,,,
dgcE,yegE,b2067,JW2052,,,,,,,,
dgcT,ycdT,b1025,JW5143,,,,,,,,
dnaT,b4362,JW4326,,,,,,,,,
efeB,ycdB,b1019,JW1004,,,,,,,,
dtpC,yjdL,b4130,JW4091,,,,,,,,
dtpD,ybgH,b0709,JW0699,,,,,,,,
flgA,b1072,JW1059,,,,,,,,,
flgB,fla,FII,flbA,b1073,JW1060,,,,,,
fimD,b4317,JW5780,,,,,,,,,
gcvP,b2903,JW2871,,,,,,,,,
hexR,yebK,b1853,JW1842,,,,,,,,
hycE,hevE,b2721,JW2691,,,,,,,,
hycG,hevG,b2719,JW2689,,,,,,,,
htrC,yjaZ,b3989,JW3952,,,,,,,,
hybF,b2991,JW5493,,,,,,,,,
JW5935,,,,,,,,,,,
JW5919,,,,,,,,,,,
JW5895,,,,,,,,,,,
icd,icdA,icdE,b1136,JW1122,,,,,,,
acpS,dpj,b2563,JW2547,,,,,,,,
ibsC,b4665,JW2879.1,,,,,,,,,
insN2,b4283,JW5771,,,,,,,,,
trg,b1421,JW1417,,,,,,,,,
mltC,yggZ,b2963,JW5481,,,,,,,,
minD,b1175,JW1164,,,,,,,,,
mlaD,yrbD,b3193,JW3160,,,,,,,,
modC,chlD,narD,b0765,JW0748,,,,,,,
mprA,emrR,b2684,JW2659,,,,,,,,
nhoA,yddI,b1463,JW1458,,,,,,,,
nuoC,nuoCD,nuoD,b2286,JW5375,,,,,,,
nuoF,b2284,JW2279,,,,,,,,,
pitB,b2987,JW2955,,,,,,,,,
phoH,psiH,b1020,JW1005,,,,,,,,
potC,b1124,JW1110,,,,,,,,,
srlB,gutB,b2704,JW2673,,,,,,,,
fruA,ptsF,b2167,JW2154,,,,,,,,
quuQ,ydfT,b1559,JW1551,,,,,,,,
pphB,prpB,ygbH,b2734,JW2704,,,,,,,
manZ,gptB,ptsM,b1819,JW1808,,,,,,,
purD,b4005,JW3969,,,,,,,,,
rapZ,yhbJ,b3205,JW3172,,,,,,,,
recA,lexB,recH,rnmB,tif,umuB,zab,b2699,JW2669,,,
rclA,ykgC,b0304,JW5040,,,,,,,,
rbbA,yhiG,yhiH,b3486,JW5676,,,,,,,
rhsA,b3593,JW3566,,,,,,,,,
nrdA,dnaF,b2234,JW2228,,,,,,,,
rfaC,rfa-2,waaC,yibC,b3621,JW3596,,,,,,
rluC,yceC,b1086,JW1072,,,,,,,,
rnhB,b0183,JW0178,,,,,,,,,
rpsR,b4202,JW4160,,,,,,,,,
sfmD,b0532,JW0521,,,,,,,,,
ybiV,supH,b0822,JW0806,,,,,,,,
thiH,b3990,JW3953,,,,,,,,,
udk,b2066,JW2051,,,,,,,,,
udp,b3831,JW3808,,,,,,,,,
ubiD,yigC,yigY,b3843,JW3819,,,,,,,
uhpT,b3666,JW3641,,,,,,,,,
prpR,yahP,b0330,JW0322,,,,,,,,
proQ,yebJ,yobE,yoeC,b1831,JW5300,,,,,,
proW,b2678,JW2653,,,,,,,,,
putA,poaA,b1014,JW0999,,,,,,,,
ptsA,frwA,yijH,b3947,JW5555,,,,,,,
purC,b2476,JW2461,,,,,,,,,
frwB,yijK,b3950,JW3922,,,,,,,,
pyrH,smbA,b0171,JW0166,,,,,,,,
rhlE,b0797,JW0781,,,,,,,,,
rhmD,yfaW,b2247,JW2241,,,,,,,,
rnc,b2567,JW2551,,,,,,,,,
rpsA,ssyF,b0911,JW0894,,,,,,,,
rpsB,b0169,JW0164,,,,,,,,,
rsmA,ksgA,b0051,JW0050,,,,,,,,
rsmH,mraW,yabC,b0082,JW0080,,,,,,,
rsxB,rnfB,ydgM,b1628,JW1620,,,,,,,
dsdA,b2366,JW2363,,,,,,,,,
speB,b2937,JW2904,,,,,,,,,
stfP,ycfK,b1154,JW1140,,,,,,,,
surE,ygbC,b2744,JW2714,,,,,,,,
thiQ,yabJ,b0066,JW0065,,,,,,,,
truD,ygbO,b2745,JW2715,,,,,,,,
tusC,yheM,b3344,JW3306,,,,,,,,
uacT,ygfU,b2888,JW5470,,,,,,,,
uxuB,b4323,JW4286,,,,,,,,,
pliG,ycgK,b1178,JW1167,,,,,,,,
rhtB,yigK,b3824,JW5585,,,,,,,,
rplB,b3317,JW3279,,,,,,,,,
rlmN,yfgB,b2517,JW2501,,,,,,,,
rmf,b0953,JW0936,,,,,,,,,
rseB,b2571,JW2555,,,,,,,,,
setA,yabM,b0070,JW0069,,,,,,,,
secD,b0408,JW0398,,,,,,,,,
umuC,b1184,JW1173,,,,,,,,,
ugpE,b3451,JW3416,,,,,,,,,
wecG,rffM,b3794,JW3770,,,,,,,,
xdhC,ygeU,b2868,JW2836,,,,,,,,
ybgP,b0717,JW0707,,,,,,,,,
ybfC,b0704,JW0693,,,,,,,,,
ybfO,b0703,JW0692,,,,,,,,,
yafS,b0213,JW0203,,,,,,,,,
ybfP,b0689,JW0676,,,,,,,,,
yafF,b4503,JW0208,,,,,,,,,
ycbJ,b0919,JW0902,,,,,,,,,
yebC,b1864,JW1853,,,,,,,,,
yebB,b1862,JW5306,,,,,,,,,
ybhN,b0788,JW0771,,,,,,,,,
ybhS,b0793,JW0777,,,,,,,,,
yccA,b0970,JW0953,,,,,,,,,
ybjL,b0847,JW0831,,,,,,,,,
yahL,b0326,JW0318,,,,,,,,,
yaiO,b0358,JW0349,,,,,,,,,
ycdZ,b1036,JW5147,,,,,,,,,
ydaE,b4526,JW1346,,,,,,,,,
ydiV,cdgR,b1707,JW1697,,,,,,,,
ychF,engD,gtp1,b1203,JW1194,,,,,,,
ydbA,b4492,JW5802/JW1402,b1401/b1405,,,,,,,,
ychJ,b1233,JW1221,,,,,,,,,
yeiI,b2160,JW2147,,,,,,,,,
ydcA,b1419,JW1416,,,,,,,,,
yeiR,b2173,JW2161,,,,,,,,,
yciB,ispZ,b1254,JW1246,,,,,,,,
ydcI,b1422,JW5226,,,,,,,,,
yejB,b2178,JW2166,,,,,,,,,
yejE,b2179,JW2167,,,,,,,,,
yeeN,b1983,JW1964,,,,,,,,,
ydeE,ydeF,b1534,JW1527,,,,,,,,
yddG,b1473,JW1469,,,,,,,,,
yeeP,b1999,JW5327,,,,,,,,,
ydfA,b1571,JW1563,,,,,,,,,
yegD,b2069,JW2054,,,,,,,,,
ydeM,b1497,JW1492,,,,,,,,,
ycgI,ymgH,b4521,JW1162/JW5179,b1173,,,,,,,
yeeX,b2007,JW1989,,,,,,,,,
yaaI,b0013,JW0012,,,,,,,,,
yciT,b1284,JW1276,,,,,,,,,
ybbA,b0495,JW0484,,,,,,,,,
ybaM,b0466,JW0455,,,,,,,,,
ybdM,b0601,JW0594,,,,,,,,,
ypdC,b2382,JW2379,,,,,,,,,
ygjJ,b3079,JW3050,,,,,,,,,
ygaP,b2668,JW2643,,,,,,,,,
ymdB,b1045,JW1032,,,,,,,,,
ygaC,b2671,JW2646,,,,,,,,,
ygeN,ygeM,b2858,JW5459/JW5460,b2857,,,,,,,
purB,b1131,JW1117,,,,,,,,,
frwD,yijN,b3953,JW3925,,,,,,,,
rcnA,yohM,b2106,JW2093,,,,,,,,
rbn,elaC,rnz,b2268,JW2263,,,,,,,
ribB,htrP,b3041,JW3009,,,,,,,,
sulA,sfiA,b0958,JW0941,,,,,,,,
sbp,b3917,JW3888,,,,,,,,,
thiF,b3992,JW3956,,,,,,,,,
thiE,b3993,JW3957,,,,,,,,,
truC,yqcB,b2791,JW2762,,,,,,,,
ttcA,ydaO,b1344,JW1338,,,,,,,,
ubiT,yhbT,b3157,JW3126,,,,,,,,
ubiE,yigO,b3833,JW5581,,,,,,,,
xylR,b3569,JW3541,,,,,,,,,
wecF,rffT,yifM,b4481,JW5596,,,,,,,
wza,b2062,JW2047,,,,,,,,,
wbbK,yefI,b2032,JW2017,,,,,,,,
xdhB,ygeT,b2867,JW2835,,,,,,,,
ybjT,b0869,JW5116,,,,,,,,,
yeaC,b1777,JW1766,,,,,,,,,
ycaN,b0900,JW0883,,,,,,,,,
yafC,b0208,JW0198,,,,,,,,,
ycbK,b0926,JW0909,,,,,,,,,
ybhM,b0787,JW0770,,,,,,,,,
ycaR,b0917,JW0900,,,,,,,,,
yaiP,b0363,JW0355,,,,,,,,,
yccM,b0992,JW0977,,,,,,,,,
yagA,b0267,JW0260,,,,,,,,,
ybjH,b0843,JW0827,,,,,,,,,
yahH,b0322,JW5893,,,,,,,,,
ybjD,b0876,JW0860,,,,,,,,,
yebV,b1836,JW5302,,,,,,,,,
ycdX,b1034,JW1017,,,,,,,,,
ydbL,b1383,JW5216,,,,,,,,,
yadC,b0135,JW0131,,,,,,,,,
yegS,b2086,JW2070,,,,,,,,,
yehA,b2108,JW2095,,,,,,,,,
prlF,sohA,b3129,JW3098,,,,,,,,
purN,b2500,JW2485,,,,,,,,,
chbC,celB,b1737,JW1726,,,,,,,,
qorB,qor2,ytfG,b4211,JW4169,,,,,,,
racC,b1351,JW1345,,,,,,,,,
ravA,yieN,b3746,JW3725,,,,,,,,
ribE,ribH,ybaF,b0415,JW0405,,,,,,,
ridA,yjgF,b4243,JW5755,,,,,,,,
rfaF,waaF,b3620,JW3595,,,,,,,,
rfaZ,b3624,JW3599,,,,,,,,,
rplK,relC,b3983,JW3946,,,,,,,,
rpmA,b3185,JW3152,,,,,,,,,
rfbA,rmlA,rmlA1,b2039,JW2024,,,,,,,
rutF,ycdH,b1007,JW5138,,,,,,,,
rutC,ycdK,b1010,JW0995,,,,,,,,
rzoQ,b4689,JW1545.1,,,,,,,,,
sdaA,b1814,JW1803,,,,,,,,,
slyA,b1642,JW5267,,,,,,,,,
sotB,ydeA,b1528,JW1521,,,,,,,,
sufE,ynhA,b1679,JW1669,,,,,,,,
upp,uraP,b2498,JW2483,,,,,,,,
uhpA,b3669,JW3644,,,,,,,,,
wcaI,yefD,b2050,JW2035,,,,,,,,
yicI,b3656,JW3631,,,,,,,,,
wzxE,wzx,yifJ,b3792,JW3766,,,,,,,
nrfD,yjcK,b4073,JW4034,,,,,,,,
ortT,ydcX,b1445,JW5232,,,,,,,,
pdeF,yfgF,b2503,JW2488,,,,,,,,
paaH,ydbU,b1395,JW1390,,,,,,,,
phnH,b4100,JW4061,,,,,,,,,
glgP,glgY,b3428,JW3391,,,,,,,,
pgm,b0688,JW0675,,,,,,,,,
pspG,yjbO,b4050,JW5716,,,,,,,,
qseB,ygiX,b3025,JW2993,,,,,,,,
pyrB,b4245,JW4204,,,,,,,,,
sapB,b1293,JW1286,,,,,,,,,
sanA,yeiF,b2144,JW2132,,,,,,,,
frmB,yaiM,b0355,JW0346,,,,,,,,
smpB,smqB,b2620,JW2601,,,,,,,,
tmcA,ypfI,b2474,JW2459,,,,,,,,
tnaB,trpP,b3709,JW5619/JW5622,,,,,,,,
tfaE,ycfA,b1156,JW1142,,,,,,,,
torY,yecK,b1873,JW1862,,,,,,,,
tyrB,b4054,JW4014,,,,,,,,,
ubiH,visB,b2907,JW2875,,,,,,,,
uspG,ybdQ,yzzU,b0607,JW0600,,,,,,,
pdeD,adrB,yoaD,b1815,JW1804,,,,,,,
ptsG,glcA,umg,b1101,JW1087,,,,,,,
queG,yjeS,b4166,JW4124,,,,,,,,
rcnB,yohN,b2107,JW5346,,,,,,,,
rcsF,b0196,JW0192,,,,,,,,,
rep,b3778,JW5604,,,,,,,,,
nrdB,ftsB,b2235,JW2229,,,,,,,,
rfaL,waaL,b3622,JW3597,,,,,,,,
rplP,b3313,JW3275,,,,,,,,,
rplC,b3320,JW3282,,,,,,,,,
rnb,b1286,JW1279,,,,,,,,,
sapC,b1292,JW1285,,,,,,,,,
serA,b2913,JW2880,,,,,,,,,
scpC,ygfH,b2920,JW2887,,,,,,,,
tfaX,ylcE,b0563,JW0552,,,,,,,,
treR,b4241,JW4200,,,,,,,,,
trmJ,yfhQ,b2532,JW2516,,,,,,,,
tsaB,yeaZ,b1807,JW1796,,,,,,,,
uxuA,b4322,JW4285,,,,,,,,,
wecC,rffD,b3787,JW5599,,,,,,,,
xanQ,ygfO,b2882,JW2850,,,,,,,,
wzyE,wzy,b3793,JW3769,,,,,,,,
nagA,b0677,JW0663,,,,,,,,,
nuoJ,b2280,JW2275,,,,,,,,,
sucB,b0727,JW0716,,,,,,,,,
pldA,b3821,JW3794,,,,,,,,,
pdeG,ycgG,b1168,JW5174,,,,,,,,
pinR,ynaD,b1374,JW1368,,,,,,,,
phnM,b4095,JW4056,,,,,,,,,
rsmC,yjjT,b4371,JW4333,,,,,,,,
rsxD,rnfD,ydgO,b1630,JW1622,,,,,,,
rspA,b1581,JW1573,,,,,,,,,
sthA,sth,udhA,b3962,JW5551,,,,,,,
stfQ,ydfN,b1547,JW1540,,,,,,,,
glyS,glyS(B),b3559,JW3530,,,,,,,,
tktA,tkt,b2935,JW5478,,,,,,,,
thpR,ligT,yadP,b0147,JW5011,,,,,,,
tyrP,b1907,JW1895,,,,,,,,,
ubiB,aarF,yigQ,yigR,yigS,b3835,JW3812,,,,,
trpR,rtrY,b4393,JW4356,,,,,,,,
bglA,bglD,yqfC,b2901,JW2869,,,,,,,
bamE,smpA,b2617,JW2598,,,,,,,,
bcr,bicA,bicR,sur,suxA,b2182,JW5363,,,,,
caiA,yaaO,b0039,JW0038,,,,,,,,
hybC,b2994,JW2962,,,,,,,,,
mdtL,yidY,b3710,JW3688,,,,,,,,
mlaA,vacJ,b2346,JW2343,,,,,,,,
mhpB,b0348,JW0339,,,,,,,,,
murI,dga,glr,yijA,b3967,JW5550,,,,,,
napF,yojG,b2208,JW2196,,,,,,,,
pdxY,ydgS,b1636,JW1628,,,,,,,,
pepE,b4021,JW3981,,,,,,,,,
potF,b0854,JW0838,,,,,,,,,
pnuC,b0751,JW0734,,,,,,,,,
pntB,b1602,JW1594,,,,,,,,,
proA,b0243,JW0233,,,,,,,,,
rfbC,rmlC,b2038,JW2023,,,,,,,,
