zwf,c2265,,,,,,,
ydfJ,c1969,,,,,,,
ydfH,c1966,,,,,,,
ydfG,c1965,,,,,,,
ydfD,c1404,,,,,,,
ydfC,c1407,,,,,,,
ydfB,c1408,,,,,,,
ydfA,c1409,,,,,,,
ydeU,c2894,,,,,,,
ydeS,c1933,,,,,,,
ydeR,c1932,,,,,,,
ydeQ,c1931,,,,,,,
ydeP,c1930,,,,,,,
ydeO,c1928,,,,,,,
ydeN,c1927,,,,,,,
ydeM,c1926,,,,,,,
ydeH,c1963,,,,,,,
ydeF,c1962,,,,,,,
ydeD,c1961,,,,,,,
yddR,c5080,,,,,,,
yddQ,c5079,,,,,,,
yddO,c5077,,,,,,,
yddM,c1909,,,,,,,
yddH,c1894,,,,,,,
yddG,c1902,,,,,,,
yddE,c1896,,,,,,,
yddB,c1924,,,,,,,
yddA,c1925,,,,,,,
ydcZ,c1872,,,,,,,
ydcY,c1871,,,,,,,
ydcV,c1867,,,,,,,
ydcU,c1866,,,,,,,
ydcT,c1865,,,,,,,
ydcS,c1864,,,,,,,
ydcR,c1863,,,,,,,
ydcP,c1859,,,,,,,
ydcO,c1857,,,,,,,
ydcN,c1858,,,,,,,
ydcM,c3804,,,,,,,
ydcL,c1856,,,,,,,
ydcK,c1852,,,,,,,
ydcJ,c1848,,,,,,,
ydcH,c1850,,,,,,,
ydcF,c1841,,,,,,,
ydcA,c1845,,,,,,,
ydbL,c1830,,,,,,,
ydbK,c1823,,,,,,,
ydbJ,c1825,,,,,,,
ydbH,c1828,,,,,,,
ydbC,c1832,,,,,,,
ydaM,c1815,,,,,,,
ydaL,c1814,,,,,,,
ycjX,c1793,,,,,,,
ycjW,c1792,,,,,,,
ycjV,c1790,,,,,,,
ycjU,c1789,,,,,,,
ycjT,c1788,,,,,,,
ycjS,c1787,,,,,,,
ycjR,c1786,,,,,,,
ycjQ,c1785,,,,,,,
ycjP,c1784,,,,,,,
ycjO,c1783,,,,,,,
ycjN,c1782,,,,,,,
ycjM,c1780,,,,,,,
ycjG,c1797,,,,,,,
ycjF,c1794,,,,,,,
yciZ,c1755,,,,,,,
yciY,c1714,,,,,,,
yciW,c1758,,,,,,,
yciU,c1712,,,,,,,
yciT,c1754,,,,,,,
yciS,lapA,c1748,,,,,,
yciR,c1756,,,,,,,
yciQ,c1733,,,,,,,
yciO,c1732,,,,,,,
yciN,c1739,,,,,,,
yciK,c1736,,,,,,,
yciI,c1716,,,,,,,
yciH,c1751,,,,,,,
yciF,c1724,,,,,,,
yciE,c1723,,,,,,,
yciC,c1721,,,,,,,
yciB,c1720,,,,,,,
yciA,c1719,,,,,,,
ychP,c1680,,,,,,,
ychN,c1679,,,,,,,
ychM,c1664,,,,,,,
ychK,c1698,,,,,,,
ychJ,c1697,,,,,,,
ychH,c1663,,,,,,,
ychF,c1661,,,,,,,
ychE,c1706,,,,,,,
ychA,c1672,,,,,,,
ycgZ,c1607,,,,,,,
ycgX,c1603,,,,,,,
ycgT,c1658,,,,,,,
ycgR,c1644,,,,,,,
ycgN,c1629,,,,,,,
ycgL,c1627,,,,,,,
ycgK,c1626,,,,,,,
ycgJ,c1625,,,,,,,
ycgF,c1606,,,,,,,
ycgE,c1604,,,,,,,
ycgC,c1656,,,,,,,
ycgB,c1637,,,,,,,
ycfZ,c1396,,,,,,,
ycfT,c1390,,,,,,,
ycfS,c1387,,,,,,,
ycfQ,c1385,,,,,,,
ycfP,c1381,,,,,,,
ycfM,lpoB,c1378,,,,,,
ycfL,c1377,,,,,,,
ycfJ,c1383,,,,,,,
ycfH,c1372,,,,,,,
ycfF,c1376,,,,,,,
ycfD,c1480,,,,,,,
yceQ,c1354,,,,,,,
yceO,c1325,,,,,,,
yceK,c1316,,,,,,,
yceI,c1322,,,,,,,
yceH,c1334,,,,,,,
yceG,mltG,c1369,,,,,,
yceF,c1356,,,,,,,
yceD,c1358,,,,,,,
yceB,c1330,,,,,,,
yceA,c1321,,,,,,,
ycdZ,c1298,,,,,,,
ycdY,c1297,,,,,,,
ycdX,c1296,,,,,,,
ycdT,c1164,,,,,,,
ycdS,c1163,,,,,,,
ycdR,c1162,,,,,,,
ycdQ,c1161,,,,,,,
ycdP,c1160,,,,,,,
ycdI,c1847,,,,,,,
ycdG,c1143,,,,,,,
yccX,c1106,,,,,,,
yccT,c1101,,,,,,,
yccS,c1097,,,,,,,
yccR,c1096,,,,,,,
yccM,c1127,,,,,,,
yccJ,c1139,,,,,,,
yccF,c1098,,,,,,,
yccA,c1110,,,,,,,
ycbX,c1083,,,,,,,
ycbW,zapC,c1082,,,,,,
ycbS,c4212,,,,,,,
ycbP,c1080,,,,,,,
ycbO,c1079,,,,,,,
ycbM,c1077,,,,,,,
ycbL,c1069,,,,,,,
ycbK,c1068,,,,,,,
ycbJ,c1060,,,,,,,
ycbC,c1061,,,,,,,
ycbB,c1067,,,,,,,
ycaR,c1058,,,,,,,
ycaQ,c1057,,,,,,,
ycaP,c1044,,,,,,,
ycaO,c1043,,,,,,,
ycaL,c1047,,,,,,,
ycaI,c1052,,,,,,,
ycaD,c1037,,,,,,,
ycaC,c1034,,,,,,,
ybjX,c1012,,,,,,,
ybjU,c1003,,,,,,,
ybjT,c1002,,,,,,,
ybjR,c1000,,,,,,,
ybjQ,c0999,,,,,,,
ybjP,c0998,,,,,,,
ybjO,c0991,,,,,,,
ybjN,c0986,,,,,,,
ybjM,c0981,,,,,,,
ybjL,c0980,,,,,,,
ybjK,c0931,,,,,,,
ybjJ,c0930,,,,,,,
ybjH,c0928,,,,,,,
ybjG,c0926,,,,,,,
ybjE,c1007,,,,,,,
ybjD,c1011,,,,,,,
ybjC,c0983,,,,,,,
ybiX,c0889,,,,,,,
ybiW,c0908,,,,,,,
ybiV,c0907,,,,,,,
ybiT,c0906,,,,,,,
ybiS,c0905,,,,,,,
ybiR,c0904,,,,,,,
ybiP,c0901,,,,,,,
ybiO,c0893,,,,,,,
ybiM,c0891,,,,,,,
ybiK,c0913,,,,,,,
ybiJ,c0886,,,,,,,
ybiH,c0879,,,,,,,
ybiC,c0885,,,,,,,
ybiB,c0884,,,,,,,
ybhS,c0876,,,,,,,
ybhR,c0875,,,,,,,
ybhQ,c0874,,,,,,,
ybhP,c0873,,,,,,,
ybhN,c0871,,,,,,,
ybhM,c0870,,,,,,,
ybhL,c0868,,,,,,,
ybhK,c0861,,,,,,,
ybhJ,c0848,,,,,,,
ybhI,c0847,,,,,,,
ybhH,c0846,,,,,,,
ybhG,c0878,,,,,,,
ybhF,c0877,,,,,,,
ybhD,c0845,,,,,,,
ybhC,c0849,,,,,,,
ybhB,c0850,,,,,,,
ybhA,c0843,,,,,,,
ybgS,c0829,,,,,,,
ybgK,c0791,,,,,,,
ybgJ,c0790,,,,,,,
ybgI,c0789,,,,,,,
ybgH,dtpD,c0788,,,,,,
ybgF,c0822,,,,,,,
ybgE,c0814,,,,,,,
ybgC,c0815,,,,,,,
ybgA,c0786,,,,,,,
ybfN,c0769,,,,,,,
ybfM,c0768,,,,,,,
ybfF,c0773,,,,,,,
ybfE,c0772,,,,,,,
ybfA,c0785,,,,,,,
ybeZ,c0745,,,,,,,
ybeY,c0744,,,,,,,
ybeW,c2164,,,,,,,
ybeM,c0716,,,,,,,
ybeL,c0734,,,,,,,
ybeJ,c0739,,,,,,,
ybeD,c0721,,,,,,,
ybdS,c0700,,,,,,,
ybdO,c0691,,,,,,,
ybdL,c0688,,,,,,,
ybdK,c0667,,,,,,,
ybdJ,c0666,,,,,,,
ybdH,c0687,,,,,,,
ybdG,c0663,,,,,,,
ybdF,c0665,,,,,,,
ybdD,c0686,,,,,,,
ybcU,c1564,,,,,,,
ybcS,c1562,,,,,,,
ybcQ,c1559,,,,,,,
ybcM,c2349,,,,,,,
ybcL,c2350,,,,,,,
ybcJ,c0644,,,,,,,
ybcI,c0643,,,,,,,
ybcH,c0653,,,,,,,
ybbZ,c0628,,,,,,,
ybbY,c0627,,,,,,,
ybbW,c0625,,,,,,,
ybbQ,c0624,,,,,,,
ybbP,c0617,,,,,,,
ybbO,c0614,,,,,,,
ybbN,c0613,,,,,,,
ybbL,c0611,,,,,,,
ybbJ,c0609,,,,,,,
ybbA,c0616,,,,,,,
ybaZ,c0573,,,,,,,
ybaY,c0572,,,,,,,
ybaW,c0559,,,,,,,
ybaV,c0558,,,,,,,
ybaT,c0606,,,,,,,
ybaR,c0604,,,,,,,
ybaQ,c0603,,,,,,,
ybaP,c0602,,,,,,,
ybaN,c0587,,,,,,,
ybaM,c0585,,,,,,,
ybaL,c0598,,,,,,,
ybaK,c0601,,,,,,,
ybaE,c0561,,,,,,,
ybaB,c0591,,,,,,,
ybaA,c0574,,,,,,,
yajR,c0538,,,,,,,
yajQ,c0537,,,,,,,
yajO,c0530,,,,,,,
yajI,c0522,,,,,,,
yajG,c0546,,,,,,,
yajD,c0520,,,,,,,
yajC,c0517,,,,,,,
yaiZ,c0486,,,,,,,
yaiY,c0484,,,,,,,
yaiW,c0483,,,,,,,
yaiV,iprA,c0479,,,,,,
yaiL,c0462,,,,,,,
yaiI,c0494,,,,,,,
yaiH,c0480,,,,,,,
yaiA,c0496,,,,,,,
yahO,c0449,,,,,,,
yahN,c0448,,,,,,,
yahK,c0447,,,,,,,
yahJ,c0445,,,,,,,
yahE,c0440,,,,,,,
yahD,c0439,,,,,,,
yahC,c0437,,,,,,,
yahB,c0436,,,,,,,
yagU,c0399,,,,,,,
yafV,c0369,,,,,,,
yafS,c0250,,,,,,,
yafP,c0380,,,,,,,
yafL,c0376,,,,,,,
yafK,c0374,,,,,,,
yafJ,c0373,,,,,,,
yafH,c0371,,,,,,,
yafE,c0247,,,,,,,
yafD,c0246,,,,,,,
yafC,c0245,,,,,,,
yafB,c0244,,,,,,,
yaeR,c0225,,,,,,,
yaeQ,c0229,,,,,,,
yaeP,c0228,,,,,,,
yaeO,c0227,,,,,,,
yaeL,c0213,,,,,,,
yaeJ,c0230,,,,,,,
yaeH,c0200,,,,,,,
yaeG,c0199,,,,,,,
yaeF,c0234,,,,,,,
yaeE,c0239,,,,,,,
yaeC,c0238,,,,,,,
yaeB,c0236,,,,,,,
yadS,c0193,,,,,,,
yadP,thpR,c0180,,,,,,
yadN,c0172,,,,,,,
yadM,c0169,,,,,,,
yadL,c0168,,,,,,,
yadK,c0167,,,,,,,
yadI,c0158,,,,,,,
yadH,c0157,,,,,,,
yadG,c0156,,,,,,,
yadF,c0155,,,,,,,
yadE,c0159,,,,,,,
yadD,c0162,,,,,,,
yadC,c0166,,,,,,,
yacL,c0148,,,,,,,
yacK,c0152,,,,,,,
yacH,c0146,,,,,,,
yacG,c0121,,,,,,,
yacC,c0151,,,,,,,
yabK,c0083,,,,,,,
yabI,c0081,,,,,,,
yaaY,c0028,,,,,,,
yaaX,c0007,,,,,,,
yaaW,c0016,,,,,,,
yaaU,c0055,,,,,,,
yaaJ,c0011,,,,,,,
yaaI,c0017,,,,,,,
yaaH,c0015,,,,,,,
yaaA,c0010,,,,,,,
xylR,c4389,,,,,,,
xylH,c4388,,,,,,,
xylG,c4387,,,,,,,
xylF,c4386,,,,,,,
xylB,c4384,,,,,,,
xylA,c4385,,,,,,,
xthA,c2150,,,,,,,
xseB,c0533,,,,,,,
xseA,c3028,,,,,,,
xni,ygdG,c3366,,,,,,
xisN,c1401,,,,,,,
xerD,c3474,,,,,,,
xerC,c4732,,,,,,,
xapR,c2937,,,,,,,
xapB,c2939,,,,,,,
xapA,c2940,,,,,,,
xanQ,c3460,,,,,,,
xanP,c4479,,,,,,,
wzzE,c4705,,,,,,,
wzzB,c2554,,,,,,,
wzyE,wzy,c4715,,,,,,
wzxE,c4713,,,,,,,
wzxC,c2571,,,,,,,
wecG,rffM,c4716,,,,,,
wecF,rffT,c4714,,,,,,
wecE,c4711,,,,,,,
wecD,c4710,,,,,,,
wecC,c4707,,,,,,,
wecB,c4706,,,,,,,
wecA,rfe,c4704,,,,,,
wcaM,c2568,,,,,,,
wcaL,c2569,,,,,,,
wcaK,c2570,,,,,,,
wcaJ,c2572,,,,,,,
wcaI,c2576,,,,,,,
wcaH,gmm,c2577,,,,,,
wcaG,fcl,c2578,,,,,,
wcaF,c2580,,,,,,,
wcaE,c2581,,,,,,,
wcaD,c2582,,,,,,,
wcaC,c2583,,,,,,,
wcaB,c2584,,,,,,,
wcaA,c2585,,,,,,,
waaW,c4450,,,,,,,
waaV,c4449,,,,,,,
waaL,c4448,,,,,,,
waaA,kdtA,c4457,,,,,,
vsr,c2379,,,,,,,
visC,c3488,,,,,,,
viaA,c4673,,,,,,,
ves,c2141,,,,,,,
valS,c5358,,,,,,,
vacJ,c2890,,,,,,,
vacB,rnr,c5263,,,,,,
uxuR,c5404,,,,,,,
uxuB,c5403,,,,,,,
uxuA,c5402,,,,,,,
uxaC,c3850,,,,,,,
uxaA,c3849,,,,,,,
uvrY,c2327,,,,,,,
uvrD,c4734,,,,,,,
uvrC,c2326,,,,,,,
uvrB,c0860,,,,,,,
uvrA,c5048,,,,,,,
uup,c1085,,,,,,,
uspG,c0696,,,,,,,
uspF,c1821,,,,,,,
uspE,c1806,,,,,,,
uspD,c4875,,,,,,,
uspC,c2309,,,,,,,
uspB,c4292,,,,,,,
uspA,c4293,,,,,,,
ushA,c0600,,,,,,,
usg,c2864,,,,,,,
uraA,c3014,,,,,,,
uppS,c0211,,,,,,,
uppP,bacA,upk,c3807,,,,,
upp,c3015,,,,,,,
upaG,c4424,,,,,,,
ung,c3105,,,,,,,
umuD,c1631,,,,,,,
umuC,c1632,,,,,,,
ulaR,c5279,,,,,,,
ulaG,c5280,,,,,,,
ulaF,c5288,,,,,,,
ulaE,c5287,,,,,,,
ulaD,c5285,,,,,,,
ulaC,c5284,,,,,,,
ulaB,c5283,,,,,,,
ulaA,c5281,,,,,,,
uidR,c2010,,,,,,,
uidC,c2007,,,,,,,
uidB,c2008,,,,,,,
uidA,c2009,,,,,,,
uhpT,c4590,,,,,,,
uhpC,c4591,,,,,,,
uhpB,c4592,,,,,,,
uhpA,c4593,,,,,,,
ugpQ,c4238,,,,,,,
ugpE,c4240,,,,,,,
ugpC,c4239,,,,,,,
ugpB,c4242,,,,,,,
ugpA,c4241,,,,,,,
ugd,c2555,,,,,,,
udp,c4773,,,,,,,
udk,c2593,,,,,,,
ucpA,c2960,,,,,,,
ubiX,c2855,,,,,,,
ubiT,yhbT,c3910,,,,,,
ubiH,c3489,,,,,,,
ubiG,c2774,,,,,,,
ubiE,c4782,,,,,,,
ubiD,c4790,,,,,,,
ubiC,c5009,,,,,,,
ubiB,aarF,c4784,,,,,,
ubiA,c5010,,,,,,,
tyrS,c2029,,,,,,,
tyrR,c1795,,,,,,,
tyrP,c2323,,,,,,,
tyrB,c5031,,,,,,,
tyrA,c3121,,,,,,,
tusE,c1107,,,,,,,
tusD,c4119,,,,,,,
tusC,c4118,,,,,,,
tusB,c4117,,,,,,,
tusA,c4263,,,,,,,
tus,c2002,,,,,,,
tufA,c4111;,tufB,c4935,,,,,
ttdT,c3814,,,,,,,
ttdR,c3810,,,,,,,
ttdB,c3813,,,,,,,
ttdA,c3812,,,,,,,
ttcA,c1818,,,,,,,
tsx,c0521,,,,,,,
tsr,c5430,,,,,,,
tsgA,c4139,,,,,,,
tsf,c0206,,,,,,,
tsaD,gcp,c3815,,,,,,
tsaC,rimN,c4043,,,,,,
trxC,c3107,,,,,,,
trxB,c1025,,,,,,,
trxA,c4701,,,,,,,
truD,c3312,,,,,,,
truC,c3357,,,,,,,
truB,c3922,,,,,,,
truA,c2863,,,,,,,
trpS,c4154,,,,,,,
trpR,c5480,,,,,,,
trpL,c5494,,,,,,,
trpH,c1731,,,,,,,
trpE,c1730,,,,,,,
trpD,c1729,,,,,,,
trpB,c1726,,,,,,,
trpA,c1725,,,,,,,
trmL,yibK,c4428,,,,,,
trmJ,c3058,,,,,,,
trmD,c3128,,,,,,,
trmB,c3547,,,,,,,
trmA,c4928,,,,,,,
trkH,c4796,,,,,,,
trkA,c4050,,,,,,,
treR,c5340,,,,,,,
treF,c4330,,,,,,,
treC,c5338,,,,,,,
treB,c5339,,,,,,,
treA,c1654,,,,,,,
tpx,c1796,,,,,,,
tpiA,tpi,c4871,,,,,,
torZ,bisZ,c2286,,,,,,
torT,c1130,,,,,,,
torS,c1128,,,,,,,
torR,c1131,,,,,,,
torD,c1134,,,,,,,
torC,c1132,,,,,,,
torA,c1133,,,,,,,
topB,c2166,,,,,,,
topA,c1741,,,,,,,
tonB,c1717,,,,,,,
tomB,c0579,,,,,,,
tolR,c0817,,,,,,,
tolQ,c0816,,,,,,,
tolC,c3781,,,,,,,
tolB,c0819,,,,,,,
tolA,c0818,,,,,,,
tnaL,c5499,,,,,,,
tnaB,c4632,,,,,,,
tnaA,c4631,,,,,,,
tmk,c1370,,,,,,,
tldD,c3999,,,,,,,
tktB,c2990,,,,,,,
tktA,c3520,,,,,,,
tilS,mesJ,c0226,,,,,,
tig,c0551,,,,,,,
thyA,c3422,,,,,,,
thrS,c2116,,,,,,,
thrL,c5491,,,,,,,
thrC,c0005,,,,,,,
thrB,c0004,,,,,,,
thrA,c0003,,,,,,,
thiS,c4948,,,,,,,
thiQ,c0082,,,,,,,
thiM,c2631,,,,,,,
thiL,c0528,,,,,,,
thiK,c1379,,,,,,,
thiJ,c0535,,,,,,,
thiI,c0534,,,,,,,
thiH,c4946,,,,,,,
thiG,c4947,,,,,,,
thiF,c4949,,,,,,,
thiE,c4950,,,,,,,
thiD,c2630,,,,,,,
thiC,c4951,,,,,,,
tgt,c0516,,,,,,,
tesB,c0571,,,,,,,
tesA,c0615,,,,,,,
tehB,c1854,,,,,,,
tehA,c1853,,,,,,,
tdk,c1703,,,,,,,
tdh,c4443,,,,,,,
tdcR,c3877,,,,,,,
tdcF,c3871,,,,,,,
tdcE,c3872,,,,,,,
tdcD,c3873,,,,,,,
tdcD,ackA,c4530,,,,,,
tdcC,c3874,,,,,,,
tdcB,c3875,,,,,,,
tdcA,c3876,,,,,,,
tcyL,yecS,c2332,,,,,,
tcyJ,fliY,c2335,,,,,,
TcpC,c2398,,,,,,,
tbpA,c0084,,,,,,,
tauD,c0476,,,,,,,
tauC,c0475,,,,,,,
tauB,c0473,,,,,,,
tauA,c0472,,,,,,,
tatE,c0717,,,,,,,
tatC,mttB,c4787,,,,,,
tatB,c4786,,,,,,,
tatA,mttA1,c4785,,,,,,
tar,c2301,,,,,,,
tam,c1942,,,,,,,
talB,c0012,,,,,,,
talA,c2989,,,,,,,
tag,c4367,,,,,,,
tadA,c3082,,,,,,,
symE,c5422,,,,,,,
syd,c3359,,,,,,,
surE,c3311,,,,,,,
surA,c0066,,,,,,,
sulA,c1095,,,,,,,
suhB,c3059,,,,,,,
sufS,c2075,,,,,,,
sufI,ftsP,c3757,,,,,,
sufE,c2074,,,,,,,
sucD,c0806,,,,,,,
sucD,c5037,,,,,,,
sucC,c0805,,,,,,,
sucC,c5036,,,,,,,
sucB,c0804,,,,,,,
sucA,c0803,,,,,,,
stpA,c3218,,,,,,,
sthA,udhA,c4923,,,,,,
ssuD,ycbN,c1078,,,,,,
ssuB,c1076,,,,,,,
sstT,c3847,,,,,,,
sspB,c3981,,,,,,,
sspA,c3982,,,,,,,
sseB,c3047,,,,,,,
sseA,c3044,,,,,,,
ssb,c5049,,,,,,,
srmB,c3100,,,,,,,
srlR,c3261,,,,,,,
srlE,c3257,,,,,,,
srlD,c3259,,,,,,,
srlB,c3258,,,,,,,
srlA,c3256,,,,,,,
srkA,c4803,,,,,,,
sra,rpsV,c1913,,,,,,
spy,c2143,,,,,,,
sprT,c3530,,,,,,,
sppA,c2170,,,,,,,
spoU,trmH,c4476,,,,,,
spoT,c4475,,,,,,,
speG,c1974,,,,,,,
speF,c0777,,,,,,,
speE,c0150,,,,,,,
speD,c0149,,,,,,,
speC,c3553,,,,,,,
speB,c3522,,,,,,,
speA,c3524,,,,,,,
soxS,c5053,,,,,,,
soxR,c5054,,,,,,,
sotB,c1950,,,,,,,
solA,c1326,,,,,,,
sohB,c1737,,,,,,,
sodC,c2038,,,,,,,
sodB,c2050,,,,,,,
sodA,c4859,,,,,,,
smtA,cmoM,c1063,,,,,,
sms,radA,c5474,,,,,,
smpB,smqB,c3142,,,,,,
smp,c5472,,,,,,,
smg,c4045,,,,,,,
smf,c4046,,,,,,,
slyX,c4122,,,,,,,
slyD,c4123,,,,,,,
slyB,c2033,,,,,,,
slyA,c2034,,,,,,,
slt,c5479,,,,,,,
slp,c4304,,,,,,,
slmA,c4465,,,,,,,
skp,hlpA,c0215,,,,,,
sitD,c1597,,,,,,,
sitC,c1598,,,,,,,
sitB,c1599,,,,,,,
sitA,c1600,,,,,,,
shiF,c3628,,,,,,,
shiA,c2443,,,,,,,
sgrR,c0085,,,,,,,
sgbU,c4405,,,,,,,
sgbH,c4404,,,,,,,
sgbE,c4406,,,,,,,
sfsB,c3946,,,,,,,
sfsA,c0179,,,,,,,
sfaD,c1240,,,,,,,
sfaC,c1237,,,,,,,
sfaB,c1238,,,,,,,
serS,c1030,,,,,,,
serC,c1045,,,,,,,
serB,c5473,,,,,,,
serA,c3494,,,,,,,
seqA,c0774,,,,,,,
selU,c0618,,,,,,,
selO,c2102,,,,,,,
selD,c2167,,,,,,,
selB,c4411,,,,,,,
selA,c4412,,,,,,,
secY,c4061,,,,,,,
secM,c0115,,,,,,,
secG,c3931,,,,,,,
secF,c0519,,,,,,,
secE,c4936,,,,,,,
secD,c0518,,,,,,,
secB,c4432,,,,,,,
secA,c0116,,,,,,,
sdiA,c2330,,,,,,,
sdhE,ygfY,c3477,,,,,,
sdhD,c0800,,,,,,,
sdhC,c0798,,,,,,,
sdhB,c0802,,,,,,,
sdhA,c0801,,,,,,,
sdaC,c3364,,,,,,,
sdaB,c3365,,,,,,,
sdaA,c2219,,,,,,,
sbp,c4869,,,,,,,
sbmC,c2537,,,,,,,
sbmA,c0482,,,,,,,
sbcD,c0506,,,,,,,
sbcC,c0505,,,,,,,
sbcB,c2539,,,,,,,
sat,c3619,,,,,,,
sapF,c1767,,,,,,,
sapD,c1768,,,,,,,
sapC,c1769,,,,,,,
sapB,c1770,,,,,,,
sapA,c1771,,,,,,,
sanA,c2677,,,,,,,
safA,c1929,,,,,,,
ruvC,c2277,,,,,,,
ruvB,c2274,,,,,,,
ruvA,c2275,,,,,,,
rutR,c1150,,,,,,,
rutF,c1144,,,,,,,
rutE,c1145,,,,,,,
rutD,c1146,,,,,,,
rutC,c1147,,,,,,,
rutB,c1148,,,,,,,
rutA,c1149,,,,,,,
rusA,c1557,,,,,,,
rtn,c2713,,,,,,,
rtcR,c4199,,,,,,,
rtcB,c4198,,,,,,,
rtcA,c4197,,,,,,,
rsxG,c2023,,,,,,,
rsxE,c2024,,,,,,,
rsxD,c2022,,,,,,,
rsxC,c2021,,,,,,,
rsxB,c2020,,,,,,,
rsxA,c2019,,,,,,,
rsuA,c2720,,,,,,,
rstB,c2001,,,,,,,
rstA,c2000,,,,,,,
rspB,c1970,,,,,,,
rspA,c1971,,,,,,,
rsmJ,yhiQ,c4296,,,,,,
rsmH,mraW,c0100,,,,,,
rsmG,c4668,,,,,,,
rsmF,c2244,,,,,,,
rsmE,c3532,,,,,,,
rsmD,c4258,,,,,,,
rsmC,c5450,,,,,,,
rsmB,rrmB,sun,c4049,,,,,
rsmA,ksgA,c0064,,,,,,
rsgA,c5248,,,,,,,
rsfS,ybeB,c0728,,,,,,
rseC,c3094,,,,,,,
rseB,c3095,,,,,,,
rseA,mclA,c3096,,,,,,
rsd,c4952,,,,,,,
rraA,menG,c4881,,,,,,
rpsU,c3816,,,,,,,
rpsT,c0027,,,,,,,
rpsS,c4083,,,,,,,
rpsR,c5292,,,,,,,
rpsQ,c4076,,,,,,,
rpsP,c3130,,,,,,,
rpsO,c3921,,,,,,,
rpsN,c4071,,,,,,,
rpsM,c4060,,,,,,,
rpsL,strA,c4116,,,,,,
rpsK,c4058,,,,,,,
rpsJ,nusE,c4092,,,,,,
rpsI,c3984,,,,,,,
rpsH,c4070,,,,,,,
rpsG,c4114,,,,,,,
rpsF,c5291,,,,,,,
rpsE,c4065,,,,,,,
rpsD,ramA,c4057,,,,,,
rpsC,c4080,,,,,,,
rpsB,c0204,,,,,,,
rpsA,c1049,,,,,,,
rppH,nudH,c3425,,,,,,
rpoZ,c4474,,,,,,,
rpoN,c3962,,,,,,,
rpoH,c4254,,,,,,,
rpoE,c3097,,,,,,,
rpoD,c3821,,,,,,,
rpoC,c4945,,,,,,,
rpoB,c4944,,,,,,,
rpoA,c4056,,,,,,,
rpmJ2,c0406,,,,,,,
rpmH,rimA,ssaF,c4627,,,,,
rpmG,c4460,,,,,,,
rpmE2,c0407,,,,,,,
rpmE,c4889.1,,,,,,,
rpmD,c4063,,,,,,,
rpmC,c4077,,,,,,,
rpmB,c4461,,,,,,,
rpmA,c3942,,,,,,,
rplY,c2722,,,,,,,
rplX,c4073,,,,,,,
rplW,c4087,,,,,,,
rplV,c4082,,,,,,,
rplT,c2113,,,,,,,
rplS,c3127,,,,,,,
rplR,c4066,,,,,,,
rplQ,c4055,,,,,,,
rplP,c4079,,,,,,,
rplO,c4062,,,,,,,
rplN,c4075,,,,,,,
rplM,c3985,,,,,,,
rplL,c4943,,,,,,,
rplK,c4939,,,,,,,
rplJ,c4941,,,,,,,
rplI,c5294,,,,,,,
rplF,c4068,,,,,,,
rplE,c4072,,,,,,,
rplD,c4089,,,,,,,
rplC,c4091,,,,,,,
rplB,c4085,,,,,,,
rplA,c4940,,,,,,,
rpiR,c5095,,,,,,,
rpiB,c5096,,,,,,,
rpiA,c3495,,,,,,,
rph,c4467,,,,,,,
rpe,c4156,,,,,,,
rodZ,c3038,,,,,,,
rob,c5483,,,,,,,
rnt,c2045,,,,,,,
rnpA,c4628,,,,,,,
rnk,c0698,,,,,,,
rnhB,c0220,,,,,,,
rnhA,c0251,,,,,,,
rng,cafA,c4001,,,,,,
rne,c1353,,,,,,,
rnd,c2208,,,,,,,
rnc,c3091,,,,,,,
rnb,c1757,,,,,,,
rna,c0699,,,,,,,
rluF,c4988,,,,,,,
rluE,c1514,,,,,,,
rluD,sfhB,c3116,,,,,,
rluC,c1355,,,,,,,
rluB,c1734,,,,,,,
rluA,c0069,,,,,,,
rlpA,c0724,,,,,,,
rlmN,c3039,,,,,,,
rlmM,c3376,,,,,,,
rlmL,c1084,,,,,,,
rlmI,c1105,,,,,,,
rlmH,c0727,,,,,,,
rlmG,c3842,,,,,,,
rlmF,c0892,,,,,,,
rlmE,ftsJ,rrmJ,c3936,,,,,
rlmD,rumA,c3348,,,,,,
rlmC,rumB,c0992,,,,,,
rlmB,c5264,,,,,,,
rimP,c3927,,,,,,,
rimO,c0920,,,,,,,
rimM,c3129,,,,,,,
rimL,c1851,,,,,,,
rimK,c0985,,,,,,,
rimJ,c1333,,,,,,,
rimI,c5453,,,,,,,
rihC,c0035.1,,,,,,,
rihB,c2696,,,,,,,
rihA,c0735,,,,,,,
ribH,ribE,c0525,,,,,,
ribF,c0029,,,,,,,
ribE,c2056,,,,,,,
ribD,c0524,,,,,,,
ribB,c3795,,,,,,,
ribA,c1746,,,,,,,
rhtB,c4746,,,,,,,
rhtA,c0899,,,,,,,
rhoL,c5501,,,,,,,
rho,c4702,,,,,,,
rhmD,c2789,,,,,,,
rhmA,c2787,,,,,,,
rhlE,c0880,,,,,,,
rhlB,c4700,,,,,,,
rhaT,c4857,,,,,,,
rhaS,c4855,,,,,,,
rhaR,c4856,,,,,,,
rhaM,c4850,,,,,,,
rhaD,c4851,,,,,,,
rhaB,c4853,,,,,,,
rhaA,c4852,,,,,,,
rffH,c4709,,,,,,,
rffG,c4708,,,,,,,
